"flt_id"	"fltNum"	"depStn"	"arrStn"	"utcSTD"	"utcSTA"	"cancelled"	"utcEstOUT"	"utcEstIN"	"utcATD"	"utcATA"	"first"	"business"	"coach"	"ac_registration"
"FL-EK-0096-20161230-FCO-DXB-0"	"0096"	"FCO"	"DXB"	2016-12-30 19:45:00	2016-12-31 01:30:00	"false"	2016-12-30 19:45:00	2016-12-31 01:30:00	NA	NA	4	69	418	"A0WVQ"
"FL-EK-0370-20161231-DXB-BKK-0"	"0370"	"DXB"	"BKK"	2016-12-31 07:45:00	2016-12-31 13:50:00	"false"	2016-12-31 07:45:00	2016-12-31 13:50:00	NA	NA	0	22	384	"A0WCS"
"FL-EK-0150-20161227-AMS-DXB-0"	"0150"	"AMS"	"DXB"	2016-12-27 21:00:00	2016-12-28 03:35:00	"false"	2016-12-27 21:00:00	2016-12-28 03:35:00	NA	NA	12	74	423	"A0WLW"
"FL-EK-0211-20161230-DXB-IAH-0"	"0211"	"DXB"	"IAH"	2016-12-30 05:05:00	2016-12-30 21:50:00	"false"	2016-12-30 05:05:00	2016-12-30 21:50:00	NA	NA	5	37	248	"A0WDQ"
"FL-EK-0384-20161229-BKK-HKG-0"	"0384"	"BKK"	"HKG"	2016-12-29 06:45:00	2016-12-29 09:30:00	"false"	2016-12-29 06:45:00	2016-12-29 09:30:00	NA	NA	6	69	409	"A0WVE"
"FL-EK-0863-20161228-MCT-DXB-0"	"0863"	"MCT"	"DXB"	2016-12-28 06:50:00	2016-12-28 07:55:00	"false"	2016-12-28 06:50:00	2016-12-28 07:55:00	NA	NA	0	0	1	"A0WIW"
"FL-EK-0159-20161229-DXB-OSL-0"	"0159"	"DXB"	"OSL"	2016-12-29 03:45:00	2016-12-29 11:00:00	"false"	2016-12-29 03:45:00	2016-12-29 11:00:00	NA	NA	0	10	298	"A0WWN"
"FL-EK-0350-20161227-DXB-BKK-0"	"0350"	"DXB"	"BKK"	2016-12-27 16:15:00	2016-12-27 22:20:00	"false"	2016-12-27 16:15:00	2016-12-27 22:20:00	NA	NA	0	39	386	"A0WWQ"
"FL-EK-0083-20161228-DXB-GVA-0"	"0083"	"DXB"	"GVA"	2016-12-28 10:50:00	2016-12-28 17:55:00	"false"	2016-12-28 10:50:00	2016-12-28 17:55:00	NA	NA	2	20	58	"A0WGT"
"FL-EK-0585-20161228-DAC-DXB-0"	"0585"	"DAC"	"DXB"	2016-12-28 18:45:00	2016-12-29 00:25:00	"false"	2016-12-28 18:45:00	2016-12-29 00:25:00	NA	NA	0	34	373	"A0WCS"
"FL-EK-0858-20161227-KWI-DXB-0"	"0858"	"KWI"	"DXB"	2016-12-27 14:45:00	2016-12-27 16:30:00	"false"	2016-12-27 14:45:00	2016-12-27 16:30:00	NA	NA	4	34	153	"A0WCT"
"FL-EK-0980-20161229-IKA-DXB-0"	"0980"	"IKA"	"DXB"	2016-12-29 16:35:00	2016-12-29 18:50:00	"false"	2016-12-29 16:35:00	2016-12-29 18:50:00	NA	NA	2	32	181	"A0WMA"
"FL-EK-0230-20161227-SEA-DXB-0"	"0230"	"SEA"	"DXB"	2016-12-27 01:10:00	2016-12-27 15:45:00	"false"	2016-12-27 01:10:00	2016-12-27 15:45:00	2016-12-27 01:10:00	NA	1	28	289	"A0WDO"
"FL-EK-0864-20161229-DXB-MCT-0"	"0864"	"DXB"	"MCT"	2016-12-29 12:40:00	2016-12-29 13:55:00	"false"	2016-12-29 12:40:00	2016-12-29 13:55:00	NA	NA	0	13	130	"A0WIG"
"FL-EK-0061-20161227-DXB-HAM-0"	"0061"	"DXB"	"HAM"	2016-12-27 11:00:00	2016-12-27 18:05:00	"false"	2016-12-27 11:00:00	2016-12-27 18:05:00	2016-12-27 11:00:00	NA	1	5	129	"A0WMI"
"FL-EK-0412-20161229-DXB-SYD-0"	"0412"	"DXB"	"SYD"	2016-12-29 06:15:00	2016-12-29 20:00:00	"false"	2016-12-29 06:15:00	2016-12-29 20:00:00	NA	NA	10	45	337	"A0WNN"
"FL-EK-0218-20161230-LAX-DXB-0"	"0218"	"LAX"	"DXB"	2016-12-30 05:30:00	2016-12-30 21:30:00	"false"	2016-12-30 05:30:00	2016-12-30 21:30:00	NA	NA	7	38	326	"A0WLF"
"FL-EK-0725-20161228-DXB-DAR-0"	"0725"	"DXB"	"DAR"	2016-12-28 06:30:00	2016-12-28 12:00:00	"false"	2016-12-28 06:30:00	2016-12-28 12:00:00	NA	NA	1	32	280	"A0WWB"
"FL-EK-0006-20161230-LHR-DXB-0"	"0006"	"LHR"	"DXB"	2016-12-30 22:00:00	2016-12-31 04:45:00	"false"	2016-12-30 22:00:00	2016-12-31 04:45:00	NA	NA	7	70	404	"A0WFA"
"FL-EK-0162-20161229-DUB-DXB-0"	"0162"	"DUB"	"DXB"	2016-12-29 12:55:00	2016-12-29 20:25:00	"false"	2016-12-29 12:55:00	2016-12-29 20:25:00	NA	NA	0	42	383	"A0WWV"
"FL-EK-0376-20161227-DXB-BKK-0"	"0376"	"DXB"	"BKK"	2016-12-27 23:30:00	2016-12-28 05:35:00	"false"	2016-12-27 23:30:00	2016-12-28 05:35:00	NA	NA	0	55	555	"A0WVI"
"FL-EK-0404-20161227-DXB-SIN-0"	"0404"	"DXB"	"SIN"	2016-12-27 05:35:00	2016-12-27 12:55:00	"false"	2016-12-27 05:35:00	2016-12-27 12:55:00	2016-12-27 05:35:00	NA	7	71	286	"A0WVZ"
"FL-EK-0369-20161228-CGK-DXB-0"	"0369"	"CGK"	"DXB"	2016-12-28 00:45:00	2016-12-28 09:00:00	"false"	2016-12-28 00:45:00	2016-12-28 09:00:00	NA	NA	0	11	303	"A0WGL"
"FL-EK-0378-20161228-DXB-HKT-0"	"0378"	"DXB"	"HKT"	2016-12-28 08:45:00	2016-12-28 14:50:00	"false"	2016-12-28 08:45:00	2016-12-28 14:50:00	NA	NA	8	41	298	"A0WWL"
"FL-EK-0308-20161231-DXB-PEK-0"	"0308"	"DXB"	"PEK"	2016-12-31 07:10:00	2016-12-31 14:30:00	"false"	2016-12-31 07:10:00	2016-12-31 14:30:00	NA	NA	0	11	220	"A0WGK"
"FL-EK-0927-20161228-DXB-CAI-0"	"0927"	"DXB"	"CAI"	2016-12-28 04:15:00	2016-12-28 08:25:00	"false"	2016-12-28 04:15:00	2016-12-28 08:25:00	NA	NA	6	35	317	"A0WGO"
"FL-EK-0528-20161229-DXB-HYD-0"	"0528"	"DXB"	"HYD"	2016-12-29 10:50:00	2016-12-29 14:20:00	"false"	2016-12-29 10:50:00	2016-12-29 14:20:00	NA	NA	4	3	335	"A0WGA"
"FL-EK-0546-20161229-DXB-MAA-0"	"0546"	"DXB"	"MAA"	2016-12-29 10:45:00	2016-12-29 14:40:00	"false"	2016-12-29 10:45:00	2016-12-29 14:40:00	NA	NA	5	26	292	"A0WMY"
"FL-EK-0956-20161229-BEY-DXB-0"	"0956"	"BEY"	"DXB"	2016-12-29 22:55:00	2016-12-30 02:55:00	"false"	2016-12-29 22:55:00	2016-12-30 02:55:00	NA	NA	6	38	293	"A0WDN"
"FL-EK-0385-20161230-HKG-BKK-0"	"0385"	"HKG"	"BKK"	2016-12-30 13:15:00	2016-12-30 16:15:00	"false"	2016-12-30 13:15:00	2016-12-30 16:15:00	NA	NA	0	0	13	"A0WFP"
"FL-EK-0838-20161228-BAH-DXB-0"	"0838"	"BAH"	"DXB"	2016-12-28 06:50:00	2016-12-28 08:00:00	"false"	2016-12-28 06:50:00	2016-12-28 08:00:00	NA	NA	2	36	252	"A0WMP"
"FL-EK-0035-20161229-DXB-NCL-0"	"0035"	"DXB"	"NCL"	2016-12-29 03:25:00	2016-12-29 11:20:00	"false"	2016-12-29 03:25:00	2016-12-29 11:20:00	NA	NA	0	35	299	"A0WDZ"
"FL-EK-0035-20161230-DXB-NCL-0"	"0035"	"DXB"	"NCL"	2016-12-30 03:25:00	2016-12-30 11:20:00	"false"	2016-12-30 03:25:00	2016-12-30 11:20:00	NA	NA	0	41	328	"A0WCF"
"FL-EK-0415-20161230-SYD-DXB-0"	"0415"	"SYD"	"DXB"	2016-12-30 19:00:00	2016-12-31 09:20:00	"false"	2016-12-30 19:00:00	2016-12-31 09:20:00	NA	NA	2	30	349	"A0WFJ"
"FL-EK-0854-20161231-KWI-DXB-0"	"0854"	"KWI"	"DXB"	2016-12-31 00:45:00	2016-12-31 02:30:00	"false"	2016-12-31 00:45:00	2016-12-31 02:30:00	NA	NA	0	10	274	"A0WWH"
"FL-EK-0823-20161228-DXB-DMM-0"	"0823"	"DXB"	"DMM"	2016-12-28 22:50:00	2016-12-29 00:15:00	"false"	2016-12-28 22:50:00	2016-12-29 00:15:00	NA	NA	0	10	80	"A0WMT"
"FL-EK-0853-20161228-DXB-KWI-0"	"0853"	"DXB"	"KWI"	2016-12-28 21:40:00	2016-12-28 23:30:00	"false"	2016-12-28 21:40:00	2016-12-28 23:30:00	NA	NA	2	6	57	"A0WWU"
"FL-EK-0026-20161230-GLA-DXB-0"	"0026"	"GLA"	"DXB"	2016-12-30 20:50:00	2016-12-31 04:05:00	"false"	2016-12-30 20:50:00	2016-12-31 04:05:00	NA	NA	7	41	304	"A0WMF"
"FL-EK-0038-20161231-BHX-DXB-0"	"0038"	"BHX"	"DXB"	2016-12-31 20:45:00	2017-01-01 03:40:00	"false"	2016-12-31 20:45:00	2017-01-01 03:40:00	NA	NA	0	23	248	"A0WDV"
"FL-EK-0510-20161230-DXB-DEL-0"	"0510"	"DXB"	"DEL"	2016-12-30 00:30:00	2016-12-30 03:40:00	"false"	2016-12-30 00:30:00	2016-12-30 03:40:00	NA	NA	1	27	289	"A0WGU"
"FL-EK-0836-20161228-BAH-DXB-0"	"0836"	"BAH"	"DXB"	2016-12-28 00:45:00	2016-12-28 02:00:00	"false"	2016-12-28 00:45:00	2016-12-28 02:00:00	NA	NA	3	22	126	"A0WWU"
"FL-EK-0880-20161228-DOH-DXB-0"	"0880"	"DOH"	"DXB"	2016-12-28 02:55:00	2016-12-28 04:05:00	"false"	2016-12-28 02:55:00	2016-12-28 04:05:00	NA	NA	0	0	1	"A0WMV"
"FL-EK-0802-20161228-JED-DXB-0"	"0802"	"JED"	"DXB"	2016-12-28 02:40:00	2016-12-28 05:30:00	"false"	2016-12-28 02:40:00	2016-12-28 05:30:00	NA	NA	0	39	370	"A0WCF"
"FL-EK-0316-20161230-DXB-KIX-0"	"0316"	"DXB"	"KIX"	2016-12-30 23:20:00	2016-12-31 08:10:00	"false"	2016-12-30 23:20:00	2016-12-31 08:10:00	NA	NA	0	14	114	"A0WCV"
"FL-EK-0770-20161227-DXB-CPT-0"	"0770"	"DXB"	"CPT"	2016-12-27 04:55:00	2016-12-27 14:30:00	"false"	2016-12-27 04:55:00	2016-12-27 14:30:00	2016-12-27 04:55:00	NA	8	37	301	"A0WWS"
"FL-EK-0216-20161230-LAX-DXB-0"	"0216"	"LAX"	"DXB"	2016-12-30 23:35:00	2016-12-31 15:30:00	"false"	2016-12-30 23:35:00	2016-12-31 15:30:00	NA	NA	2	29	243	"A0WVL"
"FL-EK-0007-20161231-DXB-LHR-0"	"0007"	"DXB"	"LHR"	2016-12-31 23:10:00	2017-01-01 07:10:00	"false"	2016-12-31 23:10:00	2017-01-01 07:10:00	NA	NA	11	64	408	"A0WFN"
"FL-EK-0956-20161227-BEY-DXB-0"	"0956"	"BEY"	"DXB"	2016-12-27 22:55:00	2016-12-28 02:55:00	"false"	2016-12-27 22:55:00	2016-12-28 02:55:00	NA	NA	0	25	275	"A0WMJ"
"FL-EK-0977-20161231-DXB-IKA-0"	"0977"	"DXB"	"IKA"	2016-12-31 16:45:00	2016-12-31 19:00:00	"false"	2016-12-31 16:45:00	2016-12-31 19:00:00	NA	NA	1	5	56	"A0WIH"
"FL-EK-0415-20161227-SYD-DXB-0"	"0415"	"SYD"	"DXB"	2016-12-27 19:00:00	2016-12-28 09:20:00	"false"	2016-12-27 19:00:00	2016-12-28 09:20:00	NA	NA	3	51	393	"A0WNU"
"FL-EK-0132-20161229-DME-DXB-0"	"0132"	"DME"	"DXB"	2016-12-29 20:55:00	2016-12-30 02:20:00	"false"	2016-12-29 20:55:00	2016-12-30 02:20:00	NA	NA	5	66	416	"A0WLP"
"FL-EK-0161-20161229-DXB-DUB-0"	"0161"	"DXB"	"DUB"	2016-12-29 03:00:00	2016-12-29 11:20:00	"false"	2016-12-29 03:00:00	2016-12-29 11:20:00	NA	NA	0	22	226	"A0WWV"
"FL-EK-0418-20161230-BKK-SYD-0"	"0418"	"BKK"	"SYD"	2016-12-30 12:30:00	2016-12-30 22:00:00	"false"	2016-12-30 12:30:00	2016-12-30 22:00:00	NA	NA	2	38	133	"A0WLB"
"FL-EK-0236-20161231-ORD-DXB-0"	"0236"	"ORD"	"DXB"	2016-12-31 01:40:00	2016-12-31 15:00:00	"false"	2016-12-31 01:40:00	2016-12-31 15:00:00	NA	NA	8	39	300	"A0WDE"
"FL-EK-0412-20161231-SYD-CHC-0"	"0412"	"SYD"	"CHC"	2016-12-31 21:45:00	2017-01-01 00:50:00	"false"	2016-12-31 21:45:00	2017-01-01 00:50:00	NA	NA	3	26	328	"A0WNM"
"FL-EK-0112-20161231-BUD-DXB-0"	"0112"	"BUD"	"DXB"	2016-12-31 13:40:00	2016-12-31 19:05:00	"false"	2016-12-31 13:40:00	2016-12-31 19:05:00	NA	NA	0	19	300	"A0WBI"
"FL-EK-0421-20161227-PER-DXB-0"	"0421"	"PER"	"DXB"	2016-12-27 14:20:00	2016-12-28 01:25:00	"false"	2016-12-27 14:20:00	2016-12-28 01:25:00	NA	NA	1	72	392	"A0WFV"
"FL-EK-0653-20161231-MLE-DXB-0"	"0653"	"MLE"	"DXB"	2016-12-31 17:55:00	2016-12-31 22:05:00	"false"	2016-12-31 17:55:00	2016-12-31 22:05:00	NA	NA	0	30	256	"A0WMC"
"FL-EK-0803-20161229-DXB-JED-0"	"0803"	"DXB"	"JED"	2016-12-29 12:10:00	2016-12-29 15:20:00	"false"	2016-12-29 12:10:00	2016-12-29 15:20:00	NA	NA	6	28	175	"A0WDY"
"FL-EK-0418-20161227-BKK-SYD-0"	"0418"	"BKK"	"SYD"	2016-12-27 12:30:00	2016-12-27 22:00:00	"false"	2016-12-27 12:30:00	2016-12-27 22:00:00	NA	NA	1	11	121	"A0WNN"
"FL-EK-0539-20161230-AMD-DXB-0"	"0539"	"AMD"	"DXB"	2016-12-30 22:55:00	2016-12-31 02:10:00	"false"	2016-12-30 22:55:00	2016-12-31 02:10:00	NA	NA	3	39	206	"A0WIJ"
"FL-EK-0504-20161231-DXB-BOM-0"	"0504"	"DXB"	"BOM"	2016-12-31 23:55:00	2017-01-01 02:55:00	"false"	2016-12-31 23:55:00	2017-01-01 02:55:00	NA	NA	2	20	315	"A0WMU"
"FL-EK-0020-20161230-MAN-DXB-0"	"0020"	"MAN"	"DXB"	2016-12-30 20:35:00	2016-12-31 03:45:00	"false"	2016-12-30 20:35:00	2016-12-31 03:45:00	NA	NA	0	56	546	"A0WVS"
"FL-EK-0816-20161227-RUH-DXB-0"	"0816"	"RUH"	"DXB"	2016-12-27 00:55:00	2016-12-27 02:55:00	"false"	2016-12-27 00:55:00	2016-12-27 02:55:00	2016-12-27 00:55:00	2016-12-27 02:55:00	0	11	95	"A0WCX"
"FL-EK-0071-20161229-DXB-CDG-0"	"0071"	"DXB"	"CDG"	2016-12-29 23:20:00	2016-12-30 07:00:00	"false"	2016-12-29 23:20:00	2016-12-30 07:00:00	NA	NA	2	57	411	"A0WFQ"
"FL-EK-0248-20161230-EZE-GIG-0"	"0248"	"EZE"	"GIG"	2016-12-30 00:30:00	2016-12-30 03:20:00	"false"	2016-12-30 00:30:00	2016-12-30 03:20:00	NA	NA	3	10	150	"A0WDO"
"FL-EK-0943-20161227-DXB-BGW-0"	"0943"	"DXB"	"BGW"	2016-12-27 08:45:00	2016-12-27 11:15:00	"false"	2016-12-27 08:45:00	2016-12-27 11:15:00	2016-12-27 08:45:00	2016-12-27 11:15:00	0	7	58	"A0WIH"
"FL-EK-0087-20161229-DXB-ZRH-0"	"0087"	"DXB"	"ZRH"	2016-12-29 04:25:00	2016-12-29 11:25:00	"false"	2016-12-29 04:25:00	2016-12-29 11:25:00	NA	NA	5	26	161	"A0WNM"
"FL-EK-0135-20161231-DXB-VCE-0"	"0135"	"DXB"	"VCE"	2016-12-31 05:40:00	2016-12-31 12:20:00	"false"	2016-12-31 05:40:00	2016-12-31 12:20:00	NA	NA	0	7	169	"A0WWL"
"FL-EK-0052-20161231-MUC-DXB-0"	"0052"	"MUC"	"DXB"	2016-12-31 20:30:00	2017-01-01 02:30:00	"false"	2016-12-31 20:30:00	2017-01-01 02:30:00	NA	NA	8	40	359	"A0WFJ"
"FL-EK-0022-20161230-MAN-DXB-0"	"0022"	"MAN"	"DXB"	2016-12-30 08:45:00	2016-12-30 15:45:00	"false"	2016-12-30 08:45:00	2016-12-30 15:45:00	NA	NA	0	41	380	"A0WDV"
"FL-EK-0413-20161230-SYD-DXB-0"	"0413"	"SYD"	"DXB"	2016-12-30 10:45:00	2016-12-31 01:15:00	"false"	2016-12-30 10:45:00	2016-12-31 01:15:00	NA	NA	9	73	409	"A0WNN"
"FL-EK-0881-20161229-DXB-DOH-0"	"0881"	"DXB"	"DOH"	2016-12-29 15:20:00	2016-12-29 16:30:00	"false"	2016-12-29 15:20:00	2016-12-29 16:30:00	NA	NA	0	11	218	"A0WDF"
"FL-EK-0615-20161230-ISB-DXB-0"	"0615"	"ISB"	"DXB"	2016-12-30 20:10:00	2016-12-30 23:40:00	"false"	2016-12-30 20:10:00	2016-12-30 23:40:00	NA	NA	0	37	376	"A0WDR"
"FL-EK-0381-20161231-HKG-DXB-0"	"0381"	"HKG"	"DXB"	2016-12-31 16:35:00	2017-01-01 01:35:00	"false"	2016-12-31 16:35:00	2017-01-01 01:35:00	NA	NA	0	26	155	"A0WLP"
"FL-EK-0385-20161228-HKG-BKK-0"	"0385"	"HKG"	"BKK"	2016-12-28 13:15:00	2016-12-28 16:15:00	"false"	2016-12-28 13:15:00	2016-12-28 16:15:00	NA	NA	0	1	48	"A0WLU"
"FL-EK-0522-20161228-DXB-TRV-0"	"0522"	"DXB"	"TRV"	2016-12-28 17:40:00	2016-12-28 21:40:00	"false"	2016-12-28 17:40:00	2016-12-28 21:40:00	NA	NA	0	26	311	"A0WMV"
"FL-EK-0160-20161227-OSL-DXB-0"	"0160"	"OSL"	"DXB"	2016-12-27 12:40:00	2016-12-27 19:25:00	"false"	2016-12-27 12:40:00	2016-12-27 19:25:00	NA	NA	8	42	305	"A0WWE"
"FL-EK-0208-20161231-JFK-DXB-0"	"0208"	"JFK"	"DXB"	2016-12-31 21:35:00	2017-01-01 10:05:00	"false"	2016-12-31 21:35:00	2017-01-01 10:05:00	NA	NA	5	51	390	"A0WFY"
"FL-EK-0609-20161231-KHI-DXB-0"	"0609"	"KHI"	"DXB"	2016-12-31 14:35:00	2016-12-31 16:50:00	"false"	2016-12-31 14:35:00	2016-12-31 16:50:00	NA	NA	0	37	361	"A0WDZ"
"FL-EK-0565-20161228-BLR-DXB-0"	"0565"	"BLR"	"DXB"	2016-12-28 04:55:00	2016-12-28 09:00:00	"false"	2016-12-28 04:55:00	2016-12-28 09:00:00	NA	NA	3	39	307	"A0WGU"
"FL-EK-0844-20161230-DOH-DXB-0"	"0844"	"DOH"	"DXB"	2016-12-30 13:40:00	2016-12-30 14:55:00	"false"	2016-12-30 13:40:00	2016-12-30 14:55:00	NA	NA	2	2	110	"A0WCT"
"FL-EK-0349-20161229-SIN-CMB-0"	"0349"	"SIN"	"CMB"	2016-12-29 16:30:00	2016-12-29 20:10:00	"false"	2016-12-29 16:30:00	2016-12-29 20:10:00	NA	NA	0	8	62	"A0WWB"
"FL-EK-0768-20161228-JNB-DXB-0"	"0768"	"JNB"	"DXB"	2016-12-28 07:15:00	2016-12-28 15:20:00	"false"	2016-12-28 07:15:00	2016-12-28 15:20:00	NA	NA	5	24	295	"A0WWM"
"FL-EK-0019-20161228-DXB-MAN-0"	"0019"	"DXB"	"MAN"	2016-12-28 10:40:00	2016-12-28 18:40:00	"false"	2016-12-28 10:40:00	2016-12-28 18:40:00	NA	NA	0	45	515	"A0WVV"
"FL-EK-0751-20161230-DXB-CMN-0"	"0751"	"DXB"	"CMN"	2016-12-30 03:35:00	2016-12-30 12:30:00	"false"	2016-12-30 03:35:00	2016-12-30 12:30:00	NA	NA	5	32	246	"A0WCH"
"FL-EK-0976-20161229-IKA-DXB-0"	"0976"	"IKA"	"DXB"	2016-12-29 02:10:00	2016-12-29 04:20:00	"false"	2016-12-29 02:10:00	2016-12-29 04:20:00	NA	NA	1	5	69	"A0WIJ"
"FL-EK-0344-20161230-DXB-KUL-0"	"0344"	"DXB"	"KUL"	2016-12-30 17:40:00	2016-12-31 00:35:00	"false"	2016-12-30 17:40:00	2016-12-31 00:35:00	NA	NA	0	38	354	"A0WWR"
"FL-EK-0636-20161229-DXB-PEW-0"	"0636"	"DXB"	"PEW"	2016-12-29 22:05:00	2016-12-30 01:15:00	"false"	2016-12-29 22:05:00	2016-12-30 01:15:00	NA	NA	0	19	327	"A0WGR"
"FL-EK-0876-20161231-KWI-DXB-0"	"0876"	"KWI"	"DXB"	2016-12-31 16:30:00	2016-12-31 18:20:00	"false"	2016-12-31 16:30:00	2016-12-31 18:20:00	NA	NA	0	23	112	"A0WIW"
"FL-EK-0702-20161228-MRU-DXB-0"	"0702"	"MRU"	"DXB"	2016-12-28 12:15:00	2016-12-28 18:55:00	"false"	2016-12-28 12:15:00	2016-12-28 18:55:00	NA	NA	7	76	341	"A0WVD"
"FL-EK-0062-20161229-HAM-DXB-0"	"0062"	"HAM"	"DXB"	2016-12-29 20:00:00	2016-12-30 02:15:00	"false"	2016-12-29 20:00:00	2016-12-30 02:15:00	NA	NA	0	38	367	"A0WWT"
"FL-EK-2810-20161230-MED-DXB-0"	"2810"	"MED"	"DXB"	2016-12-30 14:55:00	2016-12-30 17:20:00	"false"	2016-12-30 14:55:00	2016-12-30 17:20:00	NA	NA	0	48	303	"A0WBX"
"FL-EK-0882-20161231-DOH-DXB-0"	"0882"	"DOH"	"DXB"	2016-12-31 18:05:00	2016-12-31 19:30:00	"false"	2016-12-31 18:05:00	2016-12-31 19:30:00	NA	NA	0	5	59	"A0WMU"
"FL-EK-0567-20161227-BLR-DXB-0"	"0567"	"BLR"	"DXB"	2016-12-27 14:35:00	2016-12-27 18:50:00	"false"	2016-12-27 14:35:00	2016-12-27 18:50:00	NA	NA	7	43	295	"A0WDX"
"FL-EK-0613-20161230-ISB-DXB-0"	"0613"	"ISB"	"DXB"	2016-12-30 07:20:00	2016-12-30 10:55:00	"false"	2016-12-30 07:20:00	2016-12-30 10:55:00	NA	NA	0	31	379	"A0WCI"
"FL-EK-0052-20161228-MUC-DXB-0"	"0052"	"MUC"	"DXB"	2016-12-28 20:30:00	2016-12-29 02:30:00	"false"	2016-12-28 20:30:00	2016-12-29 02:30:00	NA	NA	14	74	424	"A0WLR"
"FL-EK-0326-20161228-INC-CGO-0"	"0326"	"INC"	"CGO"	2016-12-28 07:30:00	2016-12-28 09:10:00	"false"	2016-12-28 07:30:00	2016-12-28 09:10:00	NA	NA	0	2	150	"A0WIO"
"FL-EK-0834-20161228-BAH-DXB-0"	"0834"	"BAH"	"DXB"	2016-12-28 19:50:00	2016-12-28 21:15:00	"false"	2016-12-28 19:50:00	2016-12-28 21:15:00	NA	NA	0	19	261	"A0WDU"
"FL-EK-0352-20161229-DXB-SIN-0"	"0352"	"DXB"	"SIN"	2016-12-29 17:30:00	2016-12-30 00:30:00	"false"	2016-12-29 17:30:00	2016-12-30 00:30:00	NA	NA	0	31	208	"A0WWF"
"FL-EK-0705-20161230-DXB-SEZ-0"	"0705"	"DXB"	"SEZ"	2016-12-30 22:30:00	2016-12-31 03:05:00	"false"	2016-12-30 22:30:00	2016-12-31 03:05:00	NA	NA	2	34	204	"A0WWI"
"FL-EK-0344-20161229-DXB-KUL-0"	"0344"	"DXB"	"KUL"	2016-12-29 17:40:00	2016-12-30 00:35:00	"false"	2016-12-29 17:40:00	2016-12-30 00:35:00	NA	NA	0	40	366	"A0WWK"
"FL-EK-0703-20161229-DXB-MRU-0"	"0703"	"DXB"	"MRU"	2016-12-29 06:15:00	2016-12-29 12:55:00	"false"	2016-12-29 06:15:00	2016-12-29 12:55:00	NA	NA	6	67	375	"A0WVQ"
"FL-EK-0752-20161228-CMN-DXB-0"	"0752"	"CMN"	"DXB"	2016-12-28 13:55:00	2016-12-28 21:30:00	"false"	2016-12-28 13:55:00	2016-12-28 21:30:00	NA	NA	6	36	278	"A0WWY"
"FL-EK-0040-20161229-BHX-DXB-0"	"0040"	"BHX"	"DXB"	2016-12-29 13:30:00	2016-12-29 20:35:00	"false"	2016-12-29 13:30:00	2016-12-29 20:35:00	NA	NA	0	57	544	"A0WVI"
"FL-EK-0778-20161229-DXB-CPT-0"	"0778"	"DXB"	"CPT"	2016-12-29 06:50:00	2016-12-29 16:25:00	"false"	2016-12-29 06:50:00	2016-12-29 16:25:00	NA	NA	0	22	355	"A0WCP"
"FL-EK-0758-20161229-ALG-DXB-0"	"0758"	"ALG"	"DXB"	2016-12-29 14:10:00	2016-12-29 20:40:00	"false"	2016-12-29 14:10:00	2016-12-29 20:40:00	NA	NA	4	36	301	"A0WWU"
"FL-EK-0449-20161229-AKL-DXB-0"	"0449"	"AKL"	"DXB"	2016-12-29 08:15:00	2016-12-30 01:40:00	"false"	2016-12-29 08:15:00	2016-12-30 01:40:00	NA	NA	7	44	369	"A0WVY"
"FL-EK-0073-20161228-DXB-CDG-0"	"0073"	"DXB"	"CDG"	2016-12-28 03:50:00	2016-12-28 11:25:00	"false"	2016-12-28 03:50:00	2016-12-28 11:25:00	NA	NA	0	35	407	"A0WFX"
"FL-EK-0232-20161230-IAD-DXB-0"	"0232"	"IAD"	"DXB"	2016-12-30 15:25:00	2016-12-31 04:10:00	"false"	2016-12-30 15:25:00	2016-12-31 04:10:00	NA	NA	1	60	391	"A0WVO"
"FL-EK-0042-20161228-BHX-DXB-0"	"0042"	"BHX"	"DXB"	2016-12-28 08:15:00	2016-12-28 15:10:00	"false"	2016-12-28 08:15:00	2016-12-28 15:10:00	NA	NA	0	37	382	"A0WWO"
"FL-EK-0523-20161231-TRV-DXB-0"	"0523"	"TRV"	"DXB"	2016-12-31 23:00:00	2017-01-01 03:15:00	"false"	2016-12-31 23:00:00	2017-01-01 03:15:00	NA	NA	0	23	298	"A0WWE"
"FL-EK-0631-20161228-MUX-DXB-0"	"0631"	"MUX"	"DXB"	2016-12-28 15:55:00	2016-12-28 19:10:00	"false"	2016-12-28 15:55:00	2016-12-28 19:10:00	NA	NA	0	25	379	"A0WWJ"
"FL-EK-0840-20161229-BAH-DXB-0"	"0840"	"BAH"	"DXB"	2016-12-29 14:45:00	2016-12-29 16:00:00	"false"	2016-12-29 14:45:00	2016-12-29 16:00:00	NA	NA	2	24	273	"A0WDU"
"FL-EK-0414-20161227-DXB-SYD-0"	"0414"	"DXB"	"SYD"	2016-12-27 21:55:00	2016-12-28 11:30:00	"false"	2016-12-27 21:55:00	2016-12-28 11:30:00	NA	NA	11	65	415	"A0WVM"
"FL-EK-0095-20161227-DXB-FCO-0"	"0095"	"DXB"	"FCO"	2016-12-27 11:05:00	2016-12-27 17:45:00	"false"	2016-12-27 11:05:00	2016-12-27 17:45:00	2016-12-27 11:05:00	NA	0	18	174	"A0WNR"
