flightNumber,operationDate,Search,origAirportID,destAirportID,aircraftID,dptDateTimeSch,arrDateTimeSch,aircraftSwap,CancelledFlight,dptDateTimeNew,arrDateTimeNew,delayMinutes
111,27/12/2016 00:00,111DXB,DXB,BUD,A0WBB,27/12/2016 04:25,27/12/2016 10:40,,0,27/12/2016 04:25,27/12/2016 10:40,0
112,27/12/2016 00:00,112BUD,BUD,DXB,A0WBB,27/12/2016 13:40,27/12/2016 19:05,,0,27/12/2016 13:40,27/12/2016 19:05,0
505,27/12/2016 00:00,505BOM,BOM,DXB,A0WBC,27/12/2016 04:55,27/12/2016 08:10,,0,27/12/2016 04:55,27/12/2016 08:10,0
544,27/12/2016 00:00,544DXB,DXB,MAA,A0WBC,27/12/2016 22:50,28/12/2016 02:45,,0,27/12/2016 22:50,28/12/2016 02:45,0
530,27/12/2016 00:00,530DXB,DXB,COK,A0WBE,27/12/2016 22:45,28/12/2016 02:35,,0,27/12/2016 22:45,28/12/2016 02:35,0
606,27/12/2016 00:00,606DXB,DXB,KHI,A0WBE,27/12/2016 05:30,27/12/2016 07:35,,0,27/12/2016 05:30,27/12/2016 07:35,0
607,27/12/2016 00:00,607KHI,KHI,DXB,A0WBE,27/12/2016 09:05,27/12/2016 11:15,,0,27/12/2016 09:05,27/12/2016 11:15,0
545,27/12/2016 00:00,545MAA,MAA,DXB,A0WBF,27/12/2016 04:15,27/12/2016 08:40,,0,27/12/2016 04:15,27/12/2016 08:40,0
977,27/12/2016 00:00,977DXB,DXB,IKA,A0WBF,27/12/2016 16:45,27/12/2016 19:00,,0,27/12/2016 16:45,27/12/2016 19:00,0
978,27/12/2016 00:00,978IKA,IKA,DXB,A0WBF,27/12/2016 21:25,27/12/2016 23:45,,0,27/12/2016 21:25,27/12/2016 23:45,0
749,27/12/2016 00:00,749DXB,DXB,TUN,A0WBI,27/12/2016 03:25,27/12/2016 10:20,,0,27/12/2016 03:25,27/12/2016 10:20,0
749,27/12/2016 00:00,749TUN,TUN,MLA,A0WBI,27/12/2016 11:50,27/12/2016 13:00,,0,27/12/2016 11:50,27/12/2016 13:00,0
749,27/12/2016 00:00,749MLA,MLA,DXB,A0WBI,27/12/2016 14:30,27/12/2016 19:35,,0,27/12/2016 14:30,27/12/2016 19:35,0
608,27/12/2016 00:00,608DXB,DXB,KHI,A0WBL,27/12/2016 10:25,27/12/2016 12:35,,0,27/12/2016 10:25,27/12/2016 12:35,0
609,27/12/2016 00:00,609KHI,KHI,DXB,A0WBL,27/12/2016 14:35,27/12/2016 16:50,,0,27/12/2016 14:35,27/12/2016 16:50,0
602,27/12/2016 00:00,602DXB,DXB,KHI,A0WBP,27/12/2016 14:10,27/12/2016 16:05,,0,27/12/2016 14:10,27/12/2016 16:05,0
603,27/12/2016 00:00,603KHI,KHI,DXB,A0WBP,27/12/2016 17:30,27/12/2016 19:59,,0,27/12/2016 17:30,27/12/2016 19:59,0
836,27/12/2016 00:00,836BAH,BAH,DXB,A0WBP,27/12/2016 00:45,27/12/2016 02:00,,0,27/12/2016 00:45,27/12/2016 02:00,0
512,27/12/2016 00:00,512DXB,DXB,DEL,A0WBS,27/12/2016 02:10,27/12/2016 05:20,,0,27/12/2016 02:10,27/12/2016 05:20,0
513,27/12/2016 00:00,513DEL,DEL,DXB,A0WBS,27/12/2016 06:50,27/12/2016 10:40,,0,27/12/2016 06:50,27/12/2016 10:40,0
658,27/12/2016 00:00,658DXB,DXB,MLE,A0WBX,27/12/2016 00:35,27/12/2016 04:45,,0,27/12/2016 00:35,27/12/2016 04:45,0
659,27/12/2016 00:00,659MLE,MLE,DXB,A0WBX,27/12/2016 06:10,27/12/2016 10:20,,0,27/12/2016 06:10,27/12/2016 10:20,0
531,27/12/2016 00:00,531COK,COK,DXB,A0WBY,27/12/2016 04:10,27/12/2016 08:10,,0,27/12/2016 04:10,27/12/2016 08:10,0
903,27/12/2016 00:00,903DXB,DXB,AMM,A0WBY,27/12/2016 10:05,27/12/2016 13:30,,0,27/12/2016 10:05,27/12/2016 13:30,0
904,27/12/2016 00:00,904AMM,AMM,DXB,A0WBY,27/12/2016 14:55,27/12/2016 17:45,,0,27/12/2016 14:55,27/12/2016 17:45,0
637,27/12/2016 00:00,637PEW,PEW,DXB,A0WCA,27/12/2016 03:00,27/12/2016 06:30,,0,27/12/2016 03:00,27/12/2016 06:30,0
345,27/12/2016 00:00,345KUL,KUL,DXB,A0WCB,27/12/2016 02:15,27/12/2016 09:20,,0,27/12/2016 02:15,27/12/2016 09:20,0
622,27/12/2016 00:00,622DXB,DXB,LHE,A0WCB,27/12/2016 13:30,27/12/2016 16:20,,0,27/12/2016 13:30,27/12/2016 16:20,0
623,27/12/2016 00:00,623LHE,LHE,DXB,A0WCB,27/12/2016 17:50,27/12/2016 21:20,,0,27/12/2016 17:50,27/12/2016 21:20,0
409,27/12/2016 00:00,409MEL,MEL,DXB,A0WCC,27/12/2016 19:00,28/12/2016 09:05,,0,27/12/2016 19:00,28/12/2016 09:05,0
133,27/12/2016 00:00,133DXB,DXB,DME,A0WCD,27/12/2016 06:00,27/12/2016 11:20,,0,27/12/2016 06:00,27/12/2016 11:20,0
134,27/12/2016 00:00,134DME,DME,DXB,A0WCD,27/12/2016 13:40,27/12/2016 18:55,,0,27/12/2016 13:40,27/12/2016 18:55,0
441,27/12/2016 00:00,441ADL,ADL,DXB,A0WCE,27/12/2016 12:05,28/12/2016 01:15,,0,27/12/2016 12:05,28/12/2016 01:15,0
333,27/12/2016 00:00,333MNL,MNL,DXB,A0WCF,27/12/2016 09:40,27/12/2016 19:15,,0,27/12/2016 09:40,27/12/2016 19:15,0
801,27/12/2016 00:00,801DXB,DXB,JED,A0WCF,27/12/2016 21:40,28/12/2016 00:40,,0,27/12/2016 21:40,28/12/2016 00:40,0
348,27/12/2016 00:00,348DXB,DXB,CMB,A0WCG,27/12/2016 03:45,27/12/2016 08:00,,0,27/12/2016 03:45,27/12/2016 08:00,0
348,27/12/2016 00:00,348CMB,CMB,SIN,A0WCG,27/12/2016 09:15,27/12/2016 13:05,,0,27/12/2016 09:15,27/12/2016 13:05,0
349,27/12/2016 00:00,349SIN,SIN,CMB,A0WCG,27/12/2016 16:30,27/12/2016 20:10,,0,27/12/2016 16:30,27/12/2016 20:10,0
349,27/12/2016 00:00,349CMB,CMB,DXB,A0WCG,27/12/2016 21:25,28/12/2016 01:55,,0,27/12/2016 21:25,28/12/2016 01:55,0
648,27/12/2016 00:00,648DXB,DXB,CMB,A0WCH,27/12/2016 10:20,27/12/2016 14:50,,0,27/12/2016 10:20,27/12/2016 14:50,0
649,27/12/2016 00:00,649CMB,CMB,DXB,A0WCH,27/12/2016 16:35,27/12/2016 21:05,,0,27/12/2016 16:35,27/12/2016 21:05,0
837,27/12/2016 00:00,837DXB,DXB,BAH,A0WCH,27/12/2016 04:30,27/12/2016 05:45,,0,27/12/2016 04:30,27/12/2016 05:45,0
838,27/12/2016 00:00,838BAH,BAH,DXB,A0WCH,27/12/2016 06:50,27/12/2016 08:00,,0,27/12/2016 06:50,27/12/2016 08:00,0
398,27/12/2016 00:00,398DXB,DXB,DPS,A0WCI,27/12/2016 04:55,27/12/2016 14:00,,0,27/12/2016 04:55,27/12/2016 14:00,0
399,27/12/2016 00:00,399DPS,DPS,DXB,A0WCI,27/12/2016 16:05,28/12/2016 01:25,,0,27/12/2016 16:05,28/12/2016 01:25,0
620,27/12/2016 00:00,620DXB,DXB,SKT,A0WCJ,27/12/2016 02:25,27/12/2016 05:25,,0,27/12/2016 02:25,27/12/2016 05:25,0
621,27/12/2016 00:00,621SKT,SKT,DXB,A0WCJ,27/12/2016 07:10,27/12/2016 10:45,,0,27/12/2016 07:10,27/12/2016 10:45,0
650,27/12/2016 00:00,650DXB,DXB,CMB,A0WCJ,27/12/2016 22:35,28/12/2016 02:55,,0,27/12/2016 22:35,28/12/2016 02:55,0
849,27/12/2016 00:00,849DXB,DXB,DOH,A0WCJ,27/12/2016 12:50,27/12/2016 14:00,,0,27/12/2016 12:50,27/12/2016 14:00,0
850,27/12/2016 00:00,850DOH,DOH,DXB,A0WCJ,27/12/2016 15:10,27/12/2016 16:20,,0,27/12/2016 15:10,27/12/2016 16:20,0
77,27/12/2016 00:00,77DXB,DXB,NCE,A0WCL,27/12/2016 04:20,27/12/2016 11:35,,0,27/12/2016 04:20,27/12/2016 11:35,0
78,27/12/2016 00:00,78NCE,NCE,DXB,A0WCL,27/12/2016 13:30,27/12/2016 19:45,,0,27/12/2016 13:30,27/12/2016 19:45,0
656,27/12/2016 00:00,656DXB,DXB,MLE,A0WCL,27/12/2016 22:45,28/12/2016 02:50,,0,27/12/2016 22:45,28/12/2016 02:50,0
775,27/12/2016 00:00,775DXB,DXB,DUR,A0WCM,27/12/2016 06:40,27/12/2016 15:05,,0,27/12/2016 06:40,27/12/2016 15:05,0
776,27/12/2016 00:00,776DUR,DUR,DXB,A0WCM,27/12/2016 17:10,28/12/2016 01:25,,0,27/12/2016 17:10,28/12/2016 01:25,0
433,27/12/2016 00:00,433BNE,BNE,SIN,A0WCN,27/12/2016 16:35,28/12/2016 00:10,,0,27/12/2016 16:35,28/12/2016 00:10,0
586,27/12/2016 00:00,586DXB,DXB,DAC,A0WCO,27/12/2016 06:30,27/12/2016 10:55,,0,27/12/2016 06:30,27/12/2016 10:55,0
587,27/12/2016 00:00,587DAC,DAC,DXB,A0WCO,27/12/2016 12:40,27/12/2016 18:10,,0,27/12/2016 12:40,27/12/2016 18:10,0
163,27/12/2016 00:00,163DXB,DXB,DUB,A0WCP,27/12/2016 10:35,27/12/2016 18:55,,0,27/12/2016 10:35,27/12/2016 18:55,0
164,27/12/2016 00:00,164DUB,DUB,DXB,A0WCP,27/12/2016 20:50,28/12/2016 04:15,,0,27/12/2016 20:50,28/12/2016 04:15,0
765,27/12/2016 00:00,765DXB,DXB,JNB,A0WCQ,27/12/2016 10:40,27/12/2016 18:50,,0,27/12/2016 10:40,27/12/2016 18:50,0
766,27/12/2016 00:00,766JNB,JNB,DXB,A0WCQ,27/12/2016 20:20,28/12/2016 04:15,,0,27/12/2016 20:20,28/12/2016 04:15,0
851,27/12/2016 00:00,851DXB,DXB,DOH,A0WCR,27/12/2016 06:20,27/12/2016 07:35,,0,27/12/2016 06:20,27/12/2016 07:35,0
852,27/12/2016 00:00,852DOH,DOH,DXB,A0WCR,27/12/2016 08:50,27/12/2016 09:55,,0,27/12/2016 08:50,27/12/2016 09:55,0
879,27/12/2016 00:00,879DXB,DXB,DOH,A0WCR,27/12/2016 00:10,27/12/2016 01:25,,0,27/12/2016 00:10,27/12/2016 01:25,0
880,27/12/2016 00:00,880DOH,DOH,DXB,A0WCR,27/12/2016 02:55,27/12/2016 04:05,,0,27/12/2016 02:55,27/12/2016 04:05,0
584,27/12/2016 00:00,584DXB,DXB,DAC,A0WCS,27/12/2016 12:45,27/12/2016 17:00,,0,27/12/2016 12:45,27/12/2016 17:00,0
585,27/12/2016 00:00,585DAC,DAC,DXB,A0WCS,27/12/2016 18:45,28/12/2016 00:25,,0,27/12/2016 18:45,28/12/2016 00:25,0
805,27/12/2016 00:00,805DXB,DXB,JED,A0WCS,27/12/2016 03:05,27/12/2016 06:10,,0,27/12/2016 03:05,27/12/2016 06:10,0
806,27/12/2016 00:00,806JED,JED,DXB,A0WCS,27/12/2016 08:05,27/12/2016 10:45,,0,27/12/2016 08:05,27/12/2016 10:45,0
318,27/12/2016 00:00,318DXB,DXB,NRT,A0WCT,27/12/2016 22:55,28/12/2016 08:20,,0,27/12/2016 22:55,28/12/2016 08:20,0
857,27/12/2016 00:00,857DXB,DXB,KWI,A0WCT,27/12/2016 10:50,27/12/2016 12:45,,0,27/12/2016 10:50,27/12/2016 12:45,0
858,27/12/2016 00:00,858KWI,KWI,DXB,A0WCT,27/12/2016 14:45,27/12/2016 16:30,,0,27/12/2016 14:45,27/12/2016 16:30,0
793,27/12/2016 00:00,793DXB,DXB,LAD,A0WCU,27/12/2016 06:10,27/12/2016 14:10,,0,27/12/2016 06:10,27/12/2016 14:10,0
794,27/12/2016 00:00,794LAD,LAD,DXB,A0WCU,27/12/2016 17:15,28/12/2016 00:55,,0,27/12/2016 17:15,28/12/2016 00:55,0
316,27/12/2016 00:00,316DXB,DXB,KIX,A0WCV,27/12/2016 23:20,28/12/2016 08:10,,0,27/12/2016 23:20,28/12/2016 08:10,0
845,27/12/2016 00:00,845DXB,DXB,DOH,A0WCV,27/12/2016 18:10,27/12/2016 19:20,,0,27/12/2016 18:10,27/12/2016 19:20,0
846,27/12/2016 00:00,846DOH,DOH,DXB,A0WCV,27/12/2016 20:30,27/12/2016 21:45,,0,27/12/2016 20:30,27/12/2016 21:45,0
604,27/12/2016 00:00,604DXB,DXB,KHI,A0WCW,27/12/2016 21:05,27/12/2016 23:05,,0,27/12/2016 21:05,27/12/2016 23:05,0
605,27/12/2016 00:00,605KHI,KHI,DXB,A0WCW,27/12/2016 00:30,27/12/2016 02:55,,0,27/12/2016 00:30,27/12/2016 02:55,0
816,27/12/2016 00:00,816RUH,RUH,DXB,A0WCX,27/12/2016 00:55,27/12/2016 02:55,,0,27/12/2016 00:55,27/12/2016 02:55,0
2809,27/12/2016 00:00,2809DXB,DXB,MED,A0WCX,27/12/2016 10:15,27/12/2016 13:10,,0,27/12/2016 10:15,27/12/2016 13:10,0
2810,27/12/2016 00:00,2810MED,MED,DXB,A0WCX,27/12/2016 14:55,27/12/2016 17:20,,0,27/12/2016 14:55,27/12/2016 17:20,0
392,27/12/2016 00:00,392DXB,DXB,SGN,A0WCZ,27/12/2016 05:40,27/12/2016 12:25,,0,27/12/2016 05:40,27/12/2016 12:25,0
393,27/12/2016 00:00,393SGN,SGN,DXB,A0WCZ,27/12/2016 16:55,28/12/2016 00:25,,0,27/12/2016 16:55,28/12/2016 00:25,0
707,27/12/2016 00:00,707DXB,DXB,SEZ,A0WDA,27/12/2016 05:55,27/12/2016 10:30,,0,27/12/2016 05:55,27/12/2016 10:30,0
708,27/12/2016 00:00,708SEZ,SEZ,DXB,A0WDA,27/12/2016 19:50,28/12/2016 00:20,,0,27/12/2016 19:50,28/12/2016 00:20,0
953,27/12/2016 00:00,953DXB,DXB,BEY,A0WDB,27/12/2016 11:10,27/12/2016 15:40,,0,27/12/2016 11:10,27/12/2016 15:40,0
954,27/12/2016 00:00,954BEY,BEY,DXB,A0WDB,27/12/2016 17:15,27/12/2016 21:15,,0,27/12/2016 17:15,27/12/2016 21:15,0
532,27/12/2016 00:00,532DXB,DXB,COK,A0WDC,27/12/2016 17:45,27/12/2016 21:35,,0,27/12/2016 17:45,27/12/2016 21:35,0
533,27/12/2016 00:00,533COK,COK,DXB,A0WDC,27/12/2016 23:00,28/12/2016 03:05,,0,27/12/2016 23:00,28/12/2016 03:05,0
839,27/12/2016 00:00,839DXB,DXB,BAH,A0WDC,27/12/2016 12:20,27/12/2016 13:40,,0,27/12/2016 12:20,27/12/2016 13:40,0
840,27/12/2016 00:00,840BAH,BAH,DXB,A0WDC,27/12/2016 14:45,27/12/2016 16:00,,0,27/12/2016 14:45,27/12/2016 16:00,0
247,27/12/2016 00:00,247DXB,DXB,GIG,A0WDD,27/12/2016 03:10,27/12/2016 17:50,,0,27/12/2016 03:10,27/12/2016 17:50,0
247,27/12/2016 00:00,247GIG,GIG,EZE,A0WDD,27/12/2016 19:25,27/12/2016 22:45,,0,27/12/2016 19:25,27/12/2016 22:45,0
248,27/12/2016 00:00,248EZE,EZE,GIG,A0WDE,27/12/2016 00:30,27/12/2016 03:20,,0,27/12/2016 00:30,27/12/2016 03:20,0
248,27/12/2016 00:00,248GIG,GIG,DXB,A0WDE,27/12/2016 05:05,27/12/2016 18:45,,0,27/12/2016 05:05,27/12/2016 18:45,0
317,27/12/2016 00:00,317KIX,KIX,DXB,A0WDF,27/12/2016 14:35,28/12/2016 01:45,,0,27/12/2016 14:35,28/12/2016 01:45,0
240,27/12/2016 00:00,240BOS,BOS,DXB,A0WDG,27/12/2016 15:55,28/12/2016 04:10,,0,27/12/2016 15:55,28/12/2016 04:10,0
235,27/12/2016 00:00,235DXB,DXB,ORD,A0WDH,27/12/2016 05:45,27/12/2016 20:55,,0,27/12/2016 05:45,27/12/2016 20:55,0
221,27/12/2016 00:00,221DXB,DXB,DFW,A0WDI,27/12/2016 22:50,28/12/2016 15:05,,0,27/12/2016 22:50,28/12/2016 15:05,0
803,27/12/2016 00:00,803DXB,DXB,JED,A0WDI,27/12/2016 12:10,27/12/2016 15:20,,0,27/12/2016 12:10,27/12/2016 15:20,0
804,27/12/2016 00:00,804JED,JED,DXB,A0WDI,27/12/2016 17:20,27/12/2016 20:30,,0,27/12/2016 17:20,27/12/2016 20:30,0
237,27/12/2016 00:00,237DXB,DXB,BOS,A0WDK,27/12/2016 04:40,27/12/2016 19:00,,0,27/12/2016 04:40,27/12/2016 19:00,0
222,27/12/2016 00:00,222DFW,DFW,DXB,A0WDL,27/12/2016 17:25,28/12/2016 07:55,,0,27/12/2016 17:25,28/12/2016 07:55,0
815,27/12/2016 00:00,815DXB,DXB,RUH,A0WDM,27/12/2016 21:25,27/12/2016 23:25,,0,27/12/2016 21:25,27/12/2016 23:25,0
875,27/12/2016 00:00,875DXB,DXB,KWI,A0WDM,27/12/2016 13:10,27/12/2016 15:00,,0,27/12/2016 13:10,27/12/2016 15:00,0
876,27/12/2016 00:00,876KWI,KWI,DXB,A0WDM,27/12/2016 16:30,27/12/2016 18:20,,0,27/12/2016 16:30,27/12/2016 18:20,0
121,27/12/2016 00:00,121DXB,DXB,IST,A0WDN,27/12/2016 10:35,27/12/2016 15:35,,0,27/12/2016 10:35,27/12/2016 15:35,0
122,27/12/2016 00:00,122IST,IST,DXB,A0WDN,27/12/2016 17:05,27/12/2016 21:20,,0,27/12/2016 17:05,27/12/2016 21:20,0
230,27/12/2016 00:00,230SEA,SEA,DXB,A0WDO,27/12/2016 01:10,27/12/2016 15:45,,0,27/12/2016 01:10,27/12/2016 15:45,0
229,27/12/2016 00:00,229DXB,DXB,SEA,A0WDP,27/12/2016 05:25,27/12/2016 20:05,,0,27/12/2016 05:25,27/12/2016 20:05,0
304,27/12/2016 00:00,304DXB,DXB,PVG,A0WDQ,27/12/2016 05:15,27/12/2016 13:05,,0,27/12/2016 05:15,27/12/2016 13:05,0
305,27/12/2016 00:00,305PVG,PVG,DXB,A0WDQ,27/12/2016 22:15,28/12/2016 08:20,,0,27/12/2016 22:15,28/12/2016 08:20,0
22,27/12/2016 00:00,22MAN,MAN,DXB,A0WDR,27/12/2016 08:45,27/12/2016 15:45,,0,27/12/2016 08:45,27/12/2016 15:45,0
396,27/12/2016 00:00,396DXB,DXB,HKT,A0WDR,27/12/2016 19:00,28/12/2016 01:00,,0,27/12/2016 19:00,28/12/2016 01:00,0
228,27/12/2016 00:00,228SEA,SEA,DXB,A0WDS,27/12/2016 17:00,28/12/2016 07:30,,0,27/12/2016 17:00,28/12/2016 07:30,0
227,27/12/2016 00:00,227DXB,DXB,SEA,A0WDT,27/12/2016 23:50,28/12/2016 14:35,,0,27/12/2016 23:50,28/12/2016 14:35,0
236,27/12/2016 00:00,236ORD,ORD,DXB,A0WDT,27/12/2016 01:40,27/12/2016 15:00,,0,27/12/2016 01:40,27/12/2016 15:00,0
859,27/12/2016 00:00,859DXB,DXB,KWI,A0WDT,27/12/2016 16:50,27/12/2016 18:40,,0,27/12/2016 16:50,27/12/2016 18:40,0
860,27/12/2016 00:00,860KWI,KWI,DXB,A0WDT,27/12/2016 19:55,27/12/2016 21:45,,0,27/12/2016 19:55,27/12/2016 21:45,0
211,27/12/2016 00:00,211DXB,DXB,IAH,A0WDU,27/12/2016 05:05,27/12/2016 21:50,,0,27/12/2016 05:05,27/12/2016 21:50,0
334,27/12/2016 00:00,334DXB,DXB,MNL,A0WDV,27/12/2016 06:20,27/12/2016 14:30,,0,27/12/2016 06:20,27/12/2016 14:30,0
335,27/12/2016 00:00,335MNL,MNL,DXB,A0WDV,27/12/2016 16:20,28/12/2016 01:35,,0,27/12/2016 16:20,28/12/2016 01:35,0
319,27/12/2016 00:00,319NRT,NRT,DXB,A0WDW,27/12/2016 12:20,28/12/2016 00:10,,0,27/12/2016 12:20,28/12/2016 00:10,0
566,27/12/2016 00:00,566DXB,DXB,BLR,A0WDX,27/12/2016 09:35,27/12/2016 13:05,,0,27/12/2016 09:35,27/12/2016 13:05,0
567,27/12/2016 00:00,567BLR,BLR,DXB,A0WDX,27/12/2016 14:35,27/12/2016 18:50,,0,27/12/2016 14:35,27/12/2016 18:50,0
823,27/12/2016 00:00,823DXB,DXB,DMM,A0WDX,27/12/2016 22:50,28/12/2016 00:15,,0,27/12/2016 22:50,28/12/2016 00:15,0
238,27/12/2016 00:00,238BOS,BOS,DXB,A0WDY,27/12/2016 03:20,27/12/2016 15:30,,0,27/12/2016 03:20,27/12/2016 15:30,0
408,27/12/2016 00:00,408DXB,DXB,MEL,A0WDY,27/12/2016 23:00,28/12/2016 12:20,,0,27/12/2016 23:00,28/12/2016 12:20,0
370,27/12/2016 00:00,370DXB,DXB,BKK,A0WDZ,27/12/2016 07:45,27/12/2016 13:50,,0,27/12/2016 07:45,27/12/2016 13:50,0
371,27/12/2016 00:00,371BKK,BKK,DXB,A0WDZ,27/12/2016 19:00,28/12/2016 01:50,,0,27/12/2016 19:00,28/12/2016 01:50,0
802,27/12/2016 00:00,802JED,JED,DXB,A0WDZ,27/12/2016 02:40,27/12/2016 05:30,,0,27/12/2016 02:40,27/12/2016 05:30,0
383,27/12/2016 00:00,383HKG,HKG,DXB,A0WFA,27/12/2016 09:55,27/12/2016 19:05,,0,27/12/2016 09:55,27/12/2016 19:05,0
141,27/12/2016 00:00,141DXB,DXB,MAD,A0WFB,27/12/2016 03:25,27/12/2016 11:40,,0,27/12/2016 03:25,27/12/2016 11:40,0
142,27/12/2016 00:00,142MAD,MAD,DXB,A0WFB,27/12/2016 13:25,27/12/2016 20:35,,0,27/12/2016 13:25,27/12/2016 20:35,0
75,27/12/2016 00:00,75DXB,DXB,CDG,A0WFC,27/12/2016 10:50,27/12/2016 18:30,,0,27/12/2016 10:50,27/12/2016 18:30,0
76,27/12/2016 00:00,76CDG,CDG,DXB,A0WFC,27/12/2016 20:35,28/12/2016 03:20,,0,27/12/2016 20:35,28/12/2016 03:20,0
8,27/12/2016 00:00,8LHR,LHR,DXB,A0WFE,27/12/2016 09:10,27/12/2016 16:00,,0,27/12/2016 09:10,27/12/2016 16:00,0
1,27/12/2016 00:00,1DXB,DXB,LHR,A0WFF,27/12/2016 03:45,27/12/2016 11:40,,0,27/12/2016 03:45,27/12/2016 11:40,0
2,27/12/2016 00:00,2LHR,LHR,DXB,A0WFF,27/12/2016 13:40,27/12/2016 20:40,,0,27/12/2016 13:40,27/12/2016 20:40,0
71,27/12/2016 00:00,71DXB,DXB,CDG,A0WFF,27/12/2016 23:20,28/12/2016 07:00,,0,27/12/2016 23:20,28/12/2016 07:00,0
205,27/12/2016 00:00,205DXB,DXB,MXP,A0WFG,27/12/2016 05:10,27/12/2016 12:10,,0,27/12/2016 05:10,27/12/2016 12:10,0
205,27/12/2016 00:00,205MXP,MXP,JFK,A0WFG,27/12/2016 14:40,28/12/2016 00:00,,0,27/12/2016 14:40,28/12/2016 00:00,0
47,27/12/2016 00:00,47DXB,DXB,FRA,A0WFH,27/12/2016 10:35,27/12/2016 17:40,,0,27/12/2016 10:35,27/12/2016 17:40,0
48,27/12/2016 00:00,48FRA,FRA,DXB,A0WFH,27/12/2016 19:30,28/12/2016 02:05,,0,27/12/2016 19:30,28/12/2016 02:05,0
85,27/12/2016 00:00,85DXB,DXB,ZRH,A0WFI,27/12/2016 11:50,27/12/2016 18:55,,0,27/12/2016 11:50,27/12/2016 18:55,0
86,27/12/2016 00:00,86ZRH,ZRH,DXB,A0WFI,27/12/2016 20:55,28/12/2016 03:20,,0,27/12/2016 20:55,28/12/2016 03:20,0
419,27/12/2016 00:00,419AKL,AKL,SYD,A0WFJ,27/12/2016 03:30,27/12/2016 06:55,,0,27/12/2016 03:30,27/12/2016 06:55,0
419,27/12/2016 00:00,419SYD,SYD,BKK,A0WFJ,27/12/2016 08:50,27/12/2016 18:10,,0,27/12/2016 08:50,27/12/2016 18:10,0
419,27/12/2016 00:00,419BKK,BKK,DXB,A0WFJ,27/12/2016 20:00,28/12/2016 02:45,,0,27/12/2016 20:00,28/12/2016 02:45,0
201,27/12/2016 00:00,201DXB,DXB,JFK,A0WFL,27/12/2016 04:30,27/12/2016 18:55,,0,27/12/2016 04:30,27/12/2016 18:55,0
208,27/12/2016 00:00,208JFK,JFK,DXB,A0WFL,27/12/2016 21:35,28/12/2016 10:05,,0,27/12/2016 21:35,28/12/2016 10:05,0
17,27/12/2016 00:00,17DXB,DXB,MAN,A0WFM,27/12/2016 03:15,27/12/2016 11:20,,0,27/12/2016 03:15,27/12/2016 11:20,0
18,27/12/2016 00:00,18MAN,MAN,DXB,A0WFM,27/12/2016 13:10,27/12/2016 20:25,,0,27/12/2016 13:10,27/12/2016 20:25,0
322,27/12/2016 00:00,322DXB,DXB,ICN,A0WFM,27/12/2016 23:30,28/12/2016 07:50,,0,27/12/2016 23:30,28/12/2016 07:50,0
91,27/12/2016 00:00,91DXB,DXB,MXP,A0WFN,27/12/2016 11:40,27/12/2016 18:35,,0,27/12/2016 11:40,27/12/2016 18:35,0
92,27/12/2016 00:00,92MXP,MXP,DXB,A0WFN,27/12/2016 20:20,28/12/2016 02:25,,0,27/12/2016 20:20,28/12/2016 02:25,0
375,27/12/2016 00:00,375BKK,BKK,DXB,A0WFN,27/12/2016 02:30,27/12/2016 09:15,,0,27/12/2016 02:30,27/12/2016 09:15,0
306,27/12/2016 00:00,306DXB,DXB,PEK,A0WFO,27/12/2016 23:30,28/12/2016 06:45,,0,27/12/2016 23:30,28/12/2016 06:45,0
701,27/12/2016 00:00,701DXB,DXB,MRU,A0WFO,27/12/2016 00:00,27/12/2016 06:40,,0,27/12/2016 00:00,27/12/2016 06:40,0
702,27/12/2016 00:00,702MRU,MRU,DXB,A0WFO,27/12/2016 12:15,27/12/2016 18:55,,0,27/12/2016 12:15,27/12/2016 18:55,0
385,27/12/2016 00:00,385HKG,HKG,BKK,A0WFP,27/12/2016 13:15,27/12/2016 16:15,,0,27/12/2016 13:15,27/12/2016 16:15,0
385,27/12/2016 00:00,385BKK,BKK,DXB,A0WFP,27/12/2016 18:05,28/12/2016 01:00,,0,27/12/2016 18:05,28/12/2016 01:00,0
49,27/12/2016 00:00,49DXB,DXB,MUC,A0WFQ,27/12/2016 04:40,27/12/2016 11:30,,0,27/12/2016 04:40,27/12/2016 11:30,0
50,27/12/2016 00:00,50MUC,MUC,DXB,A0WFQ,27/12/2016 13:30,27/12/2016 19:25,,0,27/12/2016 13:30,27/12/2016 19:25,0
382,27/12/2016 00:00,382DXB,DXB,HKG,A0WFQ,27/12/2016 23:15,28/12/2016 06:30,,0,27/12/2016 23:15,28/12/2016 06:30,0
435,27/12/2016 00:00,435AKL,AKL,BNE,A0WFR,27/12/2016 05:10,27/12/2016 09:00,,0,27/12/2016 05:10,27/12/2016 09:00,0
435,27/12/2016 00:00,435BNE,BNE,DXB,A0WFR,27/12/2016 10:45,28/12/2016 01:20,,0,27/12/2016 10:45,28/12/2016 01:20,0
303,27/12/2016 00:00,303PVG,PVG,DXB,A0WFS,27/12/2016 15:00,28/12/2016 01:15,,0,27/12/2016 15:00,28/12/2016 01:15,0
5,27/12/2016 00:00,5DXB,DXB,LHR,A0WFT,27/12/2016 12:05,27/12/2016 20:00,,0,27/12/2016 12:05,27/12/2016 20:00,0
