flightNumber,operationDate,Search,origAirportID,destAirportID,aircraftID,dptDateTimeSch,arrDateTimeSch,aircraftSwap,CancelledFlight,dptDateTimeNew,arrDateTimeNew,delayMinutes
584,28/12/2016 00:00,584DXB,DXB,DAC,A0WCS,28/12/2016 12:45,28/12/2016 17:00,,0,28/12/2016 12:45,28/12/2016 17:00,0
585,28/12/2016 00:00,585DAC,DAC,DXB,A0WCS,28/12/2016 18:45,29/12/2016 00:25,,0,28/12/2016 18:45,29/12/2016 00:25,0
612,28/12/2016 00:00,612DXB,DXB,ISB,A0WCS,28/12/2016 02:45,28/12/2016 05:50,,0,28/12/2016 02:45,28/12/2016 05:50,0
613,28/12/2016 00:00,613ISB,ISB,DXB,A0WCS,28/12/2016 07:20,28/12/2016 10:55,,0,28/12/2016 07:20,28/12/2016 10:55,0
319,28/12/2016 00:00,319NRT,NRT,DXB,A0WCT,28/12/2016 12:20,29/12/2016 00:10,,0,28/12/2016 12:20,29/12/2016 00:10,0
859,28/12/2016 00:00,859DXB,DXB,KWI,A0WCU,28/12/2016 16:50,28/12/2016 18:40,,0,28/12/2016 16:50,28/12/2016 18:40,0
860,28/12/2016 00:00,860KWI,KWI,DXB,A0WCU,28/12/2016 19:55,28/12/2016 21:45,,0,28/12/2016 19:55,28/12/2016 21:45,0
941,28/12/2016 00:00,941DXB,DXB,BGW,A0WCU,28/12/2016 04:00,28/12/2016 06:40,,0,28/12/2016 07:00,28/12/2016 09:40,180
942,28/12/2016 00:00,942BGW,BGW,DXB,A0WCU,28/12/2016 08:30,28/12/2016 10:45,,0,28/12/2016 10:55,28/12/2016 13:10,145
317,28/12/2016 00:00,317KIX,KIX,DXB,A0WCV,28/12/2016 14:35,29/12/2016 01:45,,0,28/12/2016 14:35,29/12/2016 01:45,0
59,28/12/2016 00:00,59DXB,DXB,HAM,A0WCW,28/12/2016 04:50,28/12/2016 11:55,,0,28/12/2016 06:05,28/12/2016 13:10,75
60,28/12/2016 00:00,60HAM,HAM,DXB,A0WCW,28/12/2016 14:25,28/12/2016 20:55,,0,28/12/2016 14:25,28/12/2016 20:55,0
338,28/12/2016 00:00,338DXB,DXB,CEB,A0WCW,28/12/2016 22:45,29/12/2016 07:35,,0,28/12/2016 22:45,29/12/2016 07:35,0
605,28/12/2016 00:00,605KHI,KHI,DXB,A0WCW,28/12/2016 00:30,28/12/2016 02:55,,0,28/12/2016 00:30,28/12/2016 02:55,0
652,28/12/2016 00:00,652DXB,DXB,MLE,A0WCY,28/12/2016 05:40,28/12/2016 09:55,,0,28/12/2016 06:15,28/12/2016 10:30,35
652,28/12/2016 00:00,652MLE,MLE,CMB,A0WCY,28/12/2016 11:20,28/12/2016 12:50,,0,28/12/2016 11:55,28/12/2016 13:25,35
653,28/12/2016 00:00,653CMB,CMB,MLE,A0WCY,28/12/2016 14:45,28/12/2016 16:25,,0,28/12/2016 14:50,28/12/2016 16:30,5
653,28/12/2016 00:00,653MLE,MLE,DXB,A0WCY,28/12/2016 17:55,28/12/2016 22:05,,0,28/12/2016 17:55,28/12/2016 22:05,0
614,28/12/2016 00:00,614DXB,DXB,ISB,A0WCZ,28/12/2016 15:35,28/12/2016 18:35,,0,28/12/2016 15:35,28/12/2016 18:35,0
615,28/12/2016 00:00,615ISB,ISB,DXB,A0WCZ,28/12/2016 20:10,28/12/2016 23:40,,0,28/12/2016 20:10,28/12/2016 23:40,0
620,28/12/2016 00:00,620DXB,DXB,SKT,A0WCZ,28/12/2016 02:25,28/12/2016 05:25,,0,28/12/2016 02:25,28/12/2016 05:25,0
621,28/12/2016 00:00,621SKT,SKT,DXB,A0WCZ,28/12/2016 07:10,28/12/2016 10:45,,0,28/12/2016 07:10,28/12/2016 10:45,0
237,28/12/2016 00:00,237DXB,DXB,BOS,A0WDA,28/12/2016 04:40,28/12/2016 19:00,,0,28/12/2016 07:19,28/12/2016 21:39,159
247,28/12/2016 00:00,247DXB,DXB,GIG,A0WDB,28/12/2016 03:10,28/12/2016 17:50,,0,28/12/2016 03:10,28/12/2016 17:50,0
247,28/12/2016 00:00,247GIG,GIG,EZE,A0WDB,28/12/2016 19:25,28/12/2016 22:45,,0,28/12/2016 19:25,28/12/2016 22:45,0
261,28/12/2016 00:00,261DXB,DXB,GRU,A0WDC,28/12/2016 05:00,28/12/2016 20:15,,0,28/12/2016 08:00,28/12/2016 23:15,180
227,28/12/2016 00:00,227DXB,DXB,SEA,A0WDD,28/12/2016 23:50,29/12/2016 14:35,,0,28/12/2016 23:50,29/12/2016 14:35,0
248,28/12/2016 00:00,248EZE,EZE,GIG,A0WDD,28/12/2016 00:30,28/12/2016 03:20,,0,28/12/2016 00:30,28/12/2016 03:20,0
248,28/12/2016 00:00,248GIG,GIG,DXB,A0WDD,28/12/2016 05:05,28/12/2016 18:45,,0,28/12/2016 05:05,28/12/2016 18:45,0
211,28/12/2016 00:00,211DXB,DXB,IAH,A0WDE,28/12/2016 05:05,28/12/2016 21:50,,0,28/12/2016 06:00,28/12/2016 22:45,55
312,28/12/2016 00:00,312DXB,DXB,HND,A0WDF,28/12/2016 04:35,28/12/2016 13:45,,0,28/12/2016 05:10,28/12/2016 14:20,35
313,28/12/2016 00:00,313HND,HND,DXB,A0WDF,28/12/2016 15:30,29/12/2016 03:20,,0,28/12/2016 15:35,29/12/2016 03:25,5
358,28/12/2016 00:00,358DXB,DXB,CGK,A0WDG,28/12/2016 07:00,28/12/2016 15:10,,0,28/12/2016 07:00,28/12/2016 15:10,0
359,28/12/2016 00:00,359CGK,CGK,DXB,A0WDG,28/12/2016 17:15,29/12/2016 01:30,,0,28/12/2016 17:15,29/12/2016 01:30,0
236,28/12/2016 00:00,236ORD,ORD,DXB,A0WDH,28/12/2016 01:40,28/12/2016 15:00,,0,28/12/2016 01:40,28/12/2016 15:00,0
955,28/12/2016 00:00,955DXB,DXB,BEY,A0WDH,28/12/2016 16:55,28/12/2016 21:20,,0,28/12/2016 16:55,28/12/2016 21:20,0
956,28/12/2016 00:00,956BEY,BEY,DXB,A0WDH,28/12/2016 22:55,29/12/2016 02:55,,0,28/12/2016 22:55,29/12/2016 02:55,0
222,28/12/2016 00:00,222DFW,DFW,DXB,A0WDI,28/12/2016 17:25,29/12/2016 07:55,,0,28/12/2016 17:25,29/12/2016 07:55,0
238,28/12/2016 00:00,238BOS,BOS,DXB,A0WDK,28/12/2016 03:20,28/12/2016 15:30,,0,28/12/2016 03:20,28/12/2016 15:30,0
821,28/12/2016 00:00,821DXB,DXB,DMM,A0WDK,28/12/2016 17:15,28/12/2016 18:45,,0,28/12/2016 17:15,28/12/2016 18:45,0
822,28/12/2016 00:00,822DMM,DMM,DXB,A0WDK,28/12/2016 20:00,28/12/2016 21:30,,0,28/12/2016 20:00,28/12/2016 21:30,0
947,28/12/2016 00:00,947DXB,DXB,BSR,A0WDL,28/12/2016 09:55,28/12/2016 11:50,,0,28/12/2016 09:55,28/12/2016 11:50,0
948,28/12/2016 00:00,948BSR,BSR,DXB,A0WDL,28/12/2016 13:15,28/12/2016 15:05,,0,28/12/2016 13:15,28/12/2016 15:05,0
408,28/12/2016 00:00,408DXB,DXB,MEL,A0WDM,28/12/2016 23:00,29/12/2016 12:20,,0,28/12/2016 23:00,29/12/2016 12:20,0
816,28/12/2016 00:00,816RUH,RUH,DXB,A0WDM,28/12/2016 00:55,28/12/2016 02:55,,0,28/12/2016 00:55,28/12/2016 02:55,0
636,28/12/2016 00:00,636DXB,DXB,PEW,A0WDN,28/12/2016 22:05,29/12/2016 01:15,,0,28/12/2016 22:05,29/12/2016 01:15,0
849,28/12/2016 00:00,849DXB,DXB,DOH,A0WDN,28/12/2016 12:50,28/12/2016 14:00,,0,28/12/2016 12:50,28/12/2016 14:00,0
850,28/12/2016 00:00,850DOH,DOH,DXB,A0WDN,28/12/2016 15:10,28/12/2016 16:20,,0,28/12/2016 15:10,28/12/2016 16:20,0
793,28/12/2016 00:00,793DXB,DXB,LAD,A0WDO,28/12/2016 06:10,28/12/2016 14:10,,0,28/12/2016 07:05,28/12/2016 15:05,55
794,28/12/2016 00:00,794LAD,LAD,DXB,A0WDO,28/12/2016 17:15,29/12/2016 00:55,,0,28/12/2016 17:50,29/12/2016 01:30,35
230,28/12/2016 00:00,230SEA,SEA,DXB,A0WDP,28/12/2016 01:10,28/12/2016 15:45,,0,28/12/2016 01:10,28/12/2016 15:45,0
239,28/12/2016 00:00,239DXB,DXB,BOS,A0WDP,28/12/2016 22:35,29/12/2016 12:40,,0,28/12/2016 22:35,29/12/2016 12:40,0
318,28/12/2016 00:00,318DXB,DXB,NRT,A0WDQ,28/12/2016 22:55,29/12/2016 08:20,,0,28/12/2016 22:55,29/12/2016 08:20,0
875,28/12/2016 00:00,875DXB,DXB,KWI,A0WDQ,28/12/2016 13:10,28/12/2016 15:00,,0,28/12/2016 13:10,28/12/2016 15:00,0
876,28/12/2016 00:00,876KWI,KWI,DXB,A0WDQ,28/12/2016 16:30,28/12/2016 18:20,,0,28/12/2016 16:30,28/12/2016 18:20,0
61,28/12/2016 00:00,61DXB,DXB,HAM,A0WDR,28/12/2016 11:00,28/12/2016 18:05,,0,28/12/2016 11:00,28/12/2016 18:05,0
62,28/12/2016 00:00,62HAM,HAM,DXB,A0WDR,28/12/2016 20:00,29/12/2016 02:15,,0,28/12/2016 20:00,29/12/2016 02:15,0
397,28/12/2016 00:00,397HKT,HKT,DXB,A0WDR,28/12/2016 02:30,28/12/2016 09:15,,0,28/12/2016 02:30,28/12/2016 09:15,0
219,28/12/2016 00:00,219DXB,DXB,MCO,A0WDS,28/12/2016 22:50,29/12/2016 15:10,,0,28/12/2016 22:50,29/12/2016 15:10,0
566,28/12/2016 00:00,566DXB,DXB,BLR,A0WDS,28/12/2016 09:35,28/12/2016 13:05,,0,28/12/2016 09:35,28/12/2016 13:05,0
567,28/12/2016 00:00,567BLR,BLR,DXB,A0WDS,28/12/2016 14:35,28/12/2016 18:50,,0,28/12/2016 14:35,28/12/2016 18:50,0
228,28/12/2016 00:00,228SEA,SEA,DXB,A0WDT,28/12/2016 17:00,29/12/2016 07:30,,0,28/12/2016 17:00,29/12/2016 07:30,0
212,28/12/2016 00:00,212IAH,IAH,DXB,A0WDU,28/12/2016 00:40,28/12/2016 15:20,,0,28/12/2016 00:40,28/12/2016 15:20,0
570,28/12/2016 00:00,570DXB,DXB,CCU,A0WDU,28/12/2016 23:25,29/12/2016 03:45,,0,28/12/2016 23:25,29/12/2016 03:45,0
833,28/12/2016 00:00,833DXB,DXB,BAH,A0WDU,28/12/2016 17:15,28/12/2016 18:30,,0,28/12/2016 17:15,28/12/2016 18:30,0
834,28/12/2016 00:00,834BAH,BAH,DXB,A0WDU,28/12/2016 19:50,28/12/2016 21:15,,0,28/12/2016 19:50,28/12/2016 21:15,0
191,28/12/2016 00:00,191DXB,DXB,LIS,A0WDV,28/12/2016 03:25,28/12/2016 12:00,,0,28/12/2016 04:00,28/12/2016 12:35,35
192,28/12/2016 00:00,192LIS,LIS,DXB,A0WDV,28/12/2016 13:35,28/12/2016 21:15,,0,28/12/2016 13:50,28/12/2016 21:30,15
819,28/12/2016 00:00,819DXB,DXB,RUH,A0WDW,28/12/2016 03:00,28/12/2016 05:00,,0,28/12/2016 03:00,28/12/2016 05:00,0
820,28/12/2016 00:00,820RUH,RUH,DXB,A0WDW,28/12/2016 06:35,28/12/2016 08:20,,0,28/12/2016 06:35,28/12/2016 08:20,0
881,28/12/2016 00:00,881DXB,DXB,DOH,A0WDW,28/12/2016 15:20,28/12/2016 16:30,,0,28/12/2016 15:20,28/12/2016 16:30,0
882,28/12/2016 00:00,882DOH,DOH,DXB,A0WDW,28/12/2016 18:05,28/12/2016 19:30,,0,28/12/2016 18:05,28/12/2016 19:30,0
235,28/12/2016 00:00,235DXB,DXB,ORD,A0WDX,28/12/2016 05:45,28/12/2016 20:55,,0,28/12/2016 08:03,28/12/2016 23:13,138
824,28/12/2016 00:00,824DMM,DMM,DXB,A0WDX,28/12/2016 01:15,28/12/2016 02:35,,0,28/12/2016 01:40,28/12/2016 03:00,25
409,28/12/2016 00:00,409MEL,MEL,DXB,A0WDY,28/12/2016 19:00,29/12/2016 09:05,,0,28/12/2016 19:00,29/12/2016 09:05,0
334,28/12/2016 00:00,334DXB,DXB,MNL,A0WDZ,28/12/2016 06:20,28/12/2016 14:30,,0,28/12/2016 07:15,28/12/2016 15:25,55
335,28/12/2016 00:00,335MNL,MNL,DXB,A0WDZ,28/12/2016 16:20,29/12/2016 01:35,,0,28/12/2016 16:40,29/12/2016 01:55,20
71,28/12/2016 00:00,71DXB,DXB,CDG,A0WFA,28/12/2016 23:20,29/12/2016 07:00,,0,28/12/2016 23:20,29/12/2016 07:00,0
141,28/12/2016 00:00,141DXB,DXB,MAD,A0WFA,28/12/2016 03:25,28/12/2016 11:40,,0,28/12/2016 03:25,28/12/2016 11:40,0
142,28/12/2016 00:00,142MAD,MAD,DXB,A0WFA,28/12/2016 13:25,28/12/2016 20:35,,0,28/12/2016 13:25,28/12/2016 20:35,0
17,28/12/2016 00:00,17DXB,DXB,MAN,A0WFB,28/12/2016 03:15,28/12/2016 11:20,,0,28/12/2016 03:15,28/12/2016 11:20,0
18,28/12/2016 00:00,18MAN,MAN,DXB,A0WFB,28/12/2016 13:10,28/12/2016 20:25,,0,28/12/2016 13:10,28/12/2016 20:25,0
322,28/12/2016 00:00,322DXB,DXB,ICN,A0WFB,28/12/2016 23:30,29/12/2016 07:50,,0,28/12/2016 23:30,29/12/2016 07:50,0
29,28/12/2016 00:00,29DXB,DXB,LHR,A0WFC,28/12/2016 05:40,28/12/2016 13:50,,0,28/12/2016 06:15,28/12/2016 14:25,35
30,28/12/2016 00:00,30LHR,LHR,DXB,A0WFC,28/12/2016 16:15,28/12/2016 23:00,,0,28/12/2016 16:15,28/12/2016 23:00,0
15,28/12/2016 00:00,15DXB,DXB,LGW,A0WFE,28/12/2016 03:40,28/12/2016 11:40,,0,28/12/2016 04:15,28/12/2016 12:15,35
16,28/12/2016 00:00,16LGW,LGW,DXB,A0WFE,28/12/2016 13:35,28/12/2016 20:40,,0,28/12/2016 13:50,28/12/2016 20:55,15
354,28/12/2016 00:00,354DXB,DXB,SIN,A0WFE,28/12/2016 23:15,29/12/2016 06:40,,0,28/12/2016 23:15,29/12/2016 06:40,0
72,28/12/2016 00:00,72CDG,CDG,DXB,A0WFF,28/12/2016 08:55,28/12/2016 15:35,,0,28/12/2016 08:55,28/12/2016 15:35,0
374,28/12/2016 00:00,374DXB,DXB,BKK,A0WFF,28/12/2016 18:35,29/12/2016 00:35,,0,28/12/2016 18:35,29/12/2016 00:35,0
206,28/12/2016 00:00,206JFK,JFK,MXP,A0WFG,28/12/2016 03:20,28/12/2016 10:55,,0,28/12/2016 03:20,28/12/2016 10:55,0
206,28/12/2016 00:00,206MXP,MXP,DXB,A0WFG,28/12/2016 12:40,28/12/2016 18:45,,0,28/12/2016 12:40,28/12/2016 18:45,0
414,28/12/2016 00:00,414DXB,DXB,SYD,A0WFG,28/12/2016 21:55,29/12/2016 11:30,,0,28/12/2016 21:55,29/12/2016 11:30,0
185,28/12/2016 00:00,185DXB,DXB,BCN,A0WFH,28/12/2016 03:50,28/12/2016 11:25,,0,28/12/2016 05:05,28/12/2016 12:40,75
186,28/12/2016 00:00,186BCN,BCN,DXB,A0WFH,28/12/2016 13:50,28/12/2016 20:35,,0,28/12/2016 14:15,28/12/2016 21:00,25
362,28/12/2016 00:00,362DXB,DXB,CAN,A0WFI,28/12/2016 06:50,28/12/2016 13:45,,0,28/12/2016 07:05,28/12/2016 14:00,15
363,28/12/2016 00:00,363CAN,CAN,DXB,A0WFI,28/12/2016 16:15,29/12/2016 01:15,,0,28/12/2016 16:15,29/12/2016 01:15,0
241,28/12/2016 00:00,241DXB,DXB,YYZ,A0WFJ,28/12/2016 05:55,28/12/2016 20:25,,0,28/12/2016 07:10,28/12/2016 21:40,75
85,28/12/2016 00:00,85DXB,DXB,ZRH,A0WFL,28/12/2016 11:50,28/12/2016 18:55,,0,28/12/2016 11:50,28/12/2016 18:55,0
86,28/12/2016 00:00,86ZRH,ZRH,DXB,A0WFL,28/12/2016 20:55,29/12/2016 03:20,,0,28/12/2016 20:55,29/12/2016 03:20,0
323,28/12/2016 00:00,323ICN,ICN,DXB,A0WFM,28/12/2016 14:50,29/12/2016 01:00,,0,28/12/2016 14:50,29/12/2016 01:00,0
49,28/12/2016 00:00,49DXB,DXB,MUC,A0WFN,28/12/2016 04:40,28/12/2016 11:30,,0,28/12/2016 05:15,28/12/2016 12:05,35
50,28/12/2016 00:00,50MUC,MUC,DXB,A0WFN,28/12/2016 13:30,28/12/2016 19:25,,0,28/12/2016 13:40,28/12/2016 19:35,10
307,28/12/2016 00:00,307PEK,PEK,DXB,A0WFO,28/12/2016 15:40,29/12/2016 00:20,,0,28/12/2016 15:40,29/12/2016 00:20,0
383,28/12/2016 00:00,383HKG,HKG,DXB,A0WFQ,28/12/2016 09:55,28/12/2016 19:05,,0,28/12/2016 09:55,28/12/2016 19:05,0
205,28/12/2016 00:00,205DXB,DXB,MXP,A0WFR,28/12/2016 05:10,28/12/2016 12:10,,0,28/12/2016 07:07,28/12/2016 14:07,117
205,28/12/2016 00:00,205MXP,MXP,JFK,A0WFR,28/12/2016 14:40,29/12/2016 00:00,,0,28/12/2016 15:42,29/12/2016 01:02,62
91,28/12/2016 00:00,91DXB,DXB,MXP,A0WFS,28/12/2016 11:40,28/12/2016 18:35,,0,28/12/2016 11:40,28/12/2016 18:35,0
92,28/12/2016 00:00,92MXP,MXP,DXB,A0WFS,28/12/2016 20:20,29/12/2016 02:25,,0,28/12/2016 20:20,29/12/2016 02:25,0
5,28/12/2016 00:00,5DXB,DXB,LHR,A0WFT,28/12/2016 12:05,28/12/2016 20:00,,0,28/12/2016 12:05,28/12/2016 20:00,0
6,28/12/2016 00:00,6LHR,LHR,DXB,A0WFT,28/12/2016 22:00,29/12/2016 04:45,,0,28/12/2016 22:00,29/12/2016 04:45,0
303,28/12/2016 00:00,303PVG,PVG,DXB,A0WFU,28/12/2016 15:00,29/12/2016 01:15,,0,28/12/2016 15:00,29/12/2016 01:15,0
419,28/12/2016 00:00,419AKL,AKL,SYD,A0WFW,28/12/2016 03:30,28/12/2016 06:55,,0,28/12/2016 03:30,28/12/2016 06:55,0
419,28/12/2016 00:00,419SYD,SYD,BKK,A0WFW,28/12/2016 08:50,28/12/2016 18:10,,0,28/12/2016 08:50,28/12/2016 18:10,0
419,28/12/2016 00:00,419BKK,BKK,DXB,A0WFW,28/12/2016 20:00,29/12/2016 02:45,,0,28/12/2016 20:00,29/12/2016 02:45,0
73,28/12/2016 00:00,73DXB,DXB,CDG,A0WFX,28/12/2016 03:50,28/12/2016 11:25,,0,28/12/2016 04:05,28/12/2016 11:40,15
74,28/12/2016 00:00,74CDG,CDG,DXB,A0WFX,28/12/2016 13:25,28/12/2016 20:15,,0,28/12/2016 13:25,28/12/2016 20:15,0
302,28/12/2016 00:00,302DXB,DXB,PVG,A0WFX,28/12/2016 23:10,29/12/2016 07:05,,0,28/12/2016 23:10,29/12/2016 07:05,0
207,28/12/2016 00:00,207DXB,DXB,JFK,A0WFY,28/12/2016 11:00,29/12/2016 01:40,,0,28/12/2016 11:00,29/12/2016 01:40,0
434,28/12/2016 00:00,434DXB,DXB,BNE,A0WFZ,28/12/2016 06:25,28/12/2016 20:40,,0,28/12/2016 07:00,28/12/2016 21:15,35
434,28/12/2016 00:00,434BNE,BNE,AKL,A0WFZ,28/12/2016 22:25,29/12/2016 01:35,,0,28/12/2016 23:00,29/12/2016 02:10,35
356,28/12/2016 00:00,356DXB,DXB,CGK,A0WGA,28/12/2016 00:35,28/12/2016 08:45,,0,28/12/2016 00:35,28/12/2016 08:45,0
357,28/12/2016 00:00,357CGK,CGK,DXB,A0WGA,28/12/2016 10:45,28/12/2016 19:15,,0,28/12/2016 10:45,28/12/2016 19:15,0
586,28/12/2016 00:00,586DXB,DXB,DAC,A0WGB,28/12/2016 06:30,28/12/2016 10:55,,0,28/12/2016 07:05,28/12/2016 11:30,35
587,28/12/2016 00:00,587DAC,DAC,DXB,A0WGB,28/12/2016 12:40,28/12/2016 18:10,,0,28/12/2016 12:45,28/12/2016 18:15,5
808,28/12/2016 00:00,808MED,MED,DXB,A0WGB,28/12/2016 01:55,28/12/2016 04:20,,0,28/12/2016 01:55,28/12/2016 04:20,0
396,28/12/2016 00:00,396DXB,DXB,HKT,A0WGC,28/12/2016 19:00,29/12/2016 01:00,,0,28/12/2016 19:00,29/12/2016 01:00,0
143,28/12/2016 00:00,143DXB,DXB,MAD,A0WGD,28/12/2016 10:40,28/12/2016 18:50,,0,28/12/2016 10:40,28/12/2016 18:50,0
144,28/12/2016 00:00,144MAD,MAD,DXB,A0WGD,28/12/2016 20:40,29/12/2016 03:40,,0,28/12/2016 20:40,29/12/2016 03:40,0
27,28/12/2016 00:00,27DXB,DXB,GLA,A0WGE,28/12/2016 03:20,28/12/2016 11:30,,0,28/12/2016 03:20,28/12/2016 11:30,0
28,28/12/2016 00:00,28GLA,GLA,DXB,A0WGE,28/12/2016 13:00,28/12/2016 20:30,,0,28/12/2016 13:00,28/12/2016 20:30,0
89,28/12/2016 00:00,89DXB,DXB,GVA,A0WGF,28/12/2016 04:40,28/12/2016 11:45,,0,28/12/2016 05:15,28/12/2016 12:20,35
90,28/12/2016 00:00,90GVA,GVA,DXB,A0WGF,28/12/2016 13:35,28/12/2016 20:05,,0,28/12/2016 13:35,28/12/2016 20:05,0
622,28/12/2016 00:00,622DXB,DXB,LHE,A0WGG,28/12/2016 13:30,28/12/2016 16:20,,0,28/12/2016 13:30,28/12/2016 16:20,0
623,28/12/2016 00:00,623LHE,LHE,DXB,A0WGG,28/12/2016 17:50,28/12/2016 21:20,,0,28/12/2016 17:50,28/12/2016 21:20,0
624,28/12/2016 00:00,624DXB,DXB,LHE,A0WGG,28/12/2016 02:55,28/12/2016 05:45,,0,28/12/2016 02:55,28/12/2016 05:45,0
625,28/12/2016 00:00,625LHE,LHE,DXB,A0WGG,28/12/2016 07:20,28/12/2016 10:50,,0,28/12/2016 07:20,28/12/2016 10:50,0
333,28/12/2016 00:00,333MNL,MNL,DXB,A0WGH,28/12/2016 09:40,28/12/2016 19:15,,0,28/12/2016 09:40,28/12/2016 19:15,0
801,28/12/2016 00:00,801DXB,DXB,JED,A0WGH,28/12/2016 21:40,29/12/2016 00:40,,0,28/12/2016 21:40,29/12/2016 00:40,0
348,28/12/2016 00:00,348DXB,DXB,CMB,A0WGI,28/12/2016 02:55,28/12/2016 07:15,,0,28/12/2016 02:55,28/12/2016 07:15,0
348,28/12/2016 00:00,348CMB,CMB,SIN,A0WGI,28/12/2016 08:30,28/12/2016 12:20,,0,28/12/2016 08:30,28/12/2016 12:20,0
349,28/12/2016 00:00,349SIN,SIN,CMB,A0WGI,28/12/2016 16:30,28/12/2016 20:10,,0,28/12/2016 16:30,28/12/2016 20:10,0
349,28/12/2016 00:00,349CMB,CMB,DXB,A0WGI,28/12/2016 21:25,29/12/2016 01:55,,0,28/12/2016 21:25,29/12/2016 01:55,0
772,28/12/2016 00:00,772DXB,DXB,CPT,A0WGJ,28/12/2016 00:00,28/12/2016 09:45,,0,28/12/2016 00:00,28/12/2016 09:45,0
773,28/12/2016 00:00,773CPT,CPT,DXB,A0WGJ,28/12/2016 11:25,28/12/2016 21:10,,0,28/12/2016 11:25,28/12/2016 21:10,0
21,28/12/2016 00:00,21DXB,DXB,MAN,A0WGK,28/12/2016 23:00,29/12/2016 07:00,,0,28/12/2016 23:00,29/12/2016 07:00,0
502,28/12/2016 00:00,502DXB,DXB,BOM,A0WGK,28/12/2016 09:10,28/12/2016 12:10,,0,28/12/2016 09:10,28/12/2016 12:10,0
503,28/12/2016 00:00,503BOM,BOM,DXB,A0WGK,28/12/2016 13:40,28/12/2016 16:55,,0,28/12/2016 13:40,28/12/2016 16:55,0
187,28/12/2016 00:00,187DXB,DXB,BCN,A0WGL,28/12/2016 11:40,28/12/2016 19:10,,0,28/12/2016 11:40,28/12/2016 19:10,0
188,28/12/2016 00:00,188BCN,BCN,DXB,A0WGL,28/12/2016 21:05,29/12/2016 03:50,,0,28/12/2016 21:05,29/12/2016 03:50,0
369,28/12/2016 00:00,369CGK,CGK,DXB,A0WGL,28/12/2016 00:45,28/12/2016 09:00,,0,28/12/2016 00:45,28/12/2016 09:00,0
2809,28/12/2016 00:00,2809DXB,DXB,MED,A0WGM,28/12/2016 10:15,28/12/2016 13:10,,0,28/12/2016 10:15,28/12/2016 13:10,0
2810,28/12/2016 00:00,2810MED,MED,DXB,A0WGM,28/12/2016 14:55,28/12/2016 17:20,,0,28/12/2016 14:55,28/12/2016 17:20,0
815,28/12/2016 00:00,815DXB,DXB,RUH,A0WGN,28/12/2016 21:25,28/12/2016 23:25,,0,28/12/2016 21:25,28/12/2016 23:25,0
979,28/12/2016 00:00,979DXB,DXB,IKA,A0WGN,28/12/2016 12:10,28/12/2016 14:30,,0,28/12/2016 12:10,28/12/2016 14:30,0
980,28/12/2016 00:00,980IKA,IKA,DXB,A0WGN,28/12/2016 16:35,28/12/2016 18:50,,0,28/12/2016 16:35,28/12/2016 18:50,0
43,28/12/2016 00:00,43DXB,DXB,FRA,A0WGO,28/12/2016 23:20,29/12/2016 06:35,,0,28/12/2016 23:20,29/12/2016 06:35,0
927,28/12/2016 00:00,927DXB,DXB,CAI,A0WGO,28/12/2016 04:15,28/12/2016 08:25,,0,28/12/2016 07:15,28/12/2016 11:25,180
928,28/12/2016 00:00,928CAI,CAI,DXB,A0WGO,28/12/2016 10:15,28/12/2016 13:45,,0,28/12/2016 12:50,28/12/2016 16:20,155
388,27/12/2016 00:00,388RGN,RGN,HAN,A0WGP,28/12/2016 06:05,28/12/2016 08:05,,0,28/12/2016 06:05,28/12/2016 08:05,0
389,28/12/2016 00:00,389HAN,HAN,RGN,A0WGP,28/12/2016 15:45,28/12/2016 17:50,,0,28/12/2016 15:45,28/12/2016 17:50,0
389,28/12/2016 00:00,389RGN,RGN,DXB,A0WGP,28/12/2016 19:20,29/12/2016 01:45,,0,28/12/2016 19:20,29/12/2016 01:45,0
109,28/12/2016 00:00,109DXB,DXB,LCA,A0WGQ,28/12/2016 03:50,28/12/2016 08:20,,0,28/12/2016 04:05,28/12/2016 08:35,15
109,28/12/2016 00:00,109LCA,LCA,MLA,A0WGQ,28/12/2016 09:35,28/12/2016 12:25,,0,28/12/2016 09:50,28/12/2016 12:40,15
110,28/12/2016 00:00,110MLA,MLA,LCA,A0WGQ,28/12/2016 13:55,28/12/2016 16:15,,0,28/12/2016 13:55,28/12/2016 16:15,0
110,28/12/2016 00:00,110LCA,LCA,DXB,A0WGQ,28/12/2016 17:30,28/12/2016 21:25,,0,28/12/2016 17:30,28/12/2016 21:25,0
848,28/12/2016 00:00,848DOH,DOH,DXB,A0WGQ,28/12/2016 00:40,28/12/2016 01:55,,0,28/12/2016 00:40,28/12/2016 01:55,0
707,28/12/2016 00:00,707DXB,DXB,SEZ,A0WGR,28/12/2016 05:55,28/12/2016 10:30,,0,28/12/2016 08:13,28/12/2016 12:48,138
708,28/12/2016 00:00,708SEZ,SEZ,DXB,A0WGR,28/12/2016 19:50,29/12/2016 00:20,,0,28/12/2016 19:50,29/12/2016 00:20,0
867,28/12/2016 00:00,867MCT,MCT,DXB,A0WGR,28/12/2016 00:55,28/12/2016 02:05,,0,28/12/2016 00:55,28/12/2016 02:05,0
851,28/12/2016 00:00,851DXB,DXB,DOH,A0WGS,28/12/2016 06:20,28/12/2016 07:35,,0,28/12/2016 07:15,28/12/2016 08:30,55
