,flt_id,fltNum,depStn,arrStn,utcSTD,utcSTA,cancelled,utcEstOUT,utcEstIN,utcATD,utcATA,first,business,coach,ac_registration,new_flt_id
0,FL-EK-0096-20161230-FCO-DXB-0,96,FCO,DXB,2016-12-30 19:45:00,2016-12-31 01:30:00,False,2016-12-30 19:45:00,2016-12-31 01:30:00,,,4,69,418,A0WVQ,20161230
1,FL-EK-0370-20161231-DXB-BKK-0,370,DXB,BKK,2016-12-31 07:45:00,2016-12-31 13:50:00,False,2016-12-31 07:45:00,2016-12-31 13:50:00,,,0,22,384,A0WCS,20161231
2,FL-EK-0150-20161227-AMS-DXB-0,150,AMS,DXB,2016-12-27 21:00:00,2016-12-28 03:35:00,False,2016-12-27 21:00:00,2016-12-28 03:35:00,,,12,74,423,A0WLW,20161227
3,FL-EK-0211-20161230-DXB-IAH-0,211,DXB,IAH,2016-12-30 05:05:00,2016-12-30 21:50:00,False,2016-12-30 05:05:00,2016-12-30 21:50:00,,,5,37,248,A0WDQ,20161230
4,FL-EK-0384-20161229-BKK-HKG-0,384,BKK,HKG,2016-12-29 06:45:00,2016-12-29 09:30:00,False,2016-12-29 06:45:00,2016-12-29 09:30:00,,,6,69,409,A0WVE,20161229
5,FL-EK-0863-20161228-MCT-DXB-0,863,MCT,DXB,2016-12-28 06:50:00,2016-12-28 07:55:00,False,2016-12-28 06:50:00,2016-12-28 07:55:00,,,0,0,1,A0WIW,20161228
6,FL-EK-0159-20161229-DXB-OSL-0,159,DXB,OSL,2016-12-29 03:45:00,2016-12-29 11:00:00,False,2016-12-29 03:45:00,2016-12-29 11:00:00,,,0,10,298,A0WWN,20161229
7,FL-EK-0350-20161227-DXB-BKK-0,350,DXB,BKK,2016-12-27 16:15:00,2016-12-27 22:20:00,False,2016-12-27 16:15:00,2016-12-27 22:20:00,,,0,39,386,A0WWQ,20161227
8,FL-EK-0083-20161228-DXB-GVA-0,83,DXB,GVA,2016-12-28 10:50:00,2016-12-28 17:55:00,False,2016-12-28 10:50:00,2016-12-28 17:55:00,,,2,20,58,A0WGT,20161228
9,FL-EK-0585-20161228-DAC-DXB-0,585,DAC,DXB,2016-12-28 18:45:00,2016-12-29 00:25:00,False,2016-12-28 18:45:00,2016-12-29 00:25:00,,,0,34,373,A0WCS,20161228
10,FL-EK-0858-20161227-KWI-DXB-0,858,KWI,DXB,2016-12-27 14:45:00,2016-12-27 16:30:00,False,2016-12-27 14:45:00,2016-12-27 16:30:00,,,4,34,153,A0WCT,20161227
11,FL-EK-0980-20161229-IKA-DXB-0,980,IKA,DXB,2016-12-29 16:35:00,2016-12-29 18:50:00,False,2016-12-29 16:35:00,2016-12-29 18:50:00,,,2,32,181,A0WMA,20161229
12,FL-EK-0230-20161227-SEA-DXB-0,230,SEA,DXB,2016-12-27 01:10:00,2016-12-27 15:45:00,False,2016-12-27 01:10:00,2016-12-27 15:45:00,27/12/2016 01:10,,1,28,289,A0WDO,20161227
13,FL-EK-0864-20161229-DXB-MCT-0,864,DXB,MCT,2016-12-29 12:40:00,2016-12-29 13:55:00,False,2016-12-29 12:40:00,2016-12-29 13:55:00,,,0,13,130,A0WIG,20161229
14,FL-EK-0061-20161227-DXB-HAM-0,61,DXB,HAM,2016-12-27 11:00:00,2016-12-27 18:05:00,False,2016-12-27 11:00:00,2016-12-27 18:05:00,27/12/2016 11:00,,1,5,129,A0WMI,20161227
15,FL-EK-0412-20161229-DXB-SYD-0,412,DXB,SYD,2016-12-29 06:15:00,2016-12-29 20:00:00,False,2016-12-29 06:15:00,2016-12-29 20:00:00,,,10,45,337,A0WNN,20161229
16,FL-EK-0218-20161230-LAX-DXB-0,218,LAX,DXB,2016-12-30 05:30:00,2016-12-30 21:30:00,False,2016-12-30 05:30:00,2016-12-30 21:30:00,,,7,38,326,A0WLF,20161230
17,FL-EK-0725-20161228-DXB-DAR-0,725,DXB,DAR,2016-12-28 06:30:00,2016-12-28 12:00:00,False,2016-12-28 06:30:00,2016-12-28 12:00:00,,,1,32,280,A0WWB,20161228
18,FL-EK-0006-20161230-LHR-DXB-0,6,LHR,DXB,2016-12-30 22:00:00,2016-12-31 04:45:00,False,2016-12-30 22:00:00,2016-12-31 04:45:00,,,7,70,404,A0WFA,20161230
19,FL-EK-0162-20161229-DUB-DXB-0,162,DUB,DXB,2016-12-29 12:55:00,2016-12-29 20:25:00,False,2016-12-29 12:55:00,2016-12-29 20:25:00,,,0,42,383,A0WWV,20161229
20,FL-EK-0376-20161227-DXB-BKK-0,376,DXB,BKK,2016-12-27 23:30:00,2016-12-28 05:35:00,False,2016-12-27 23:30:00,2016-12-28 05:35:00,,,0,55,555,A0WVI,20161227
21,FL-EK-0404-20161227-DXB-SIN-0,404,DXB,SIN,2016-12-27 05:35:00,2016-12-27 12:55:00,False,2016-12-27 05:35:00,2016-12-27 12:55:00,27/12/2016 05:35,,7,71,286,A0WVZ,20161227
22,FL-EK-0369-20161228-CGK-DXB-0,369,CGK,DXB,2016-12-28 00:45:00,2016-12-28 09:00:00,False,2016-12-28 00:45:00,2016-12-28 09:00:00,,,0,11,303,A0WGL,20161228
23,FL-EK-0378-20161228-DXB-HKT-0,378,DXB,HKT,2016-12-28 08:45:00,2016-12-28 14:50:00,False,2016-12-28 08:45:00,2016-12-28 14:50:00,,,8,41,298,A0WWL,20161228
24,FL-EK-0308-20161231-DXB-PEK-0,308,DXB,PEK,2016-12-31 07:10:00,2016-12-31 14:30:00,False,2016-12-31 07:10:00,2016-12-31 14:30:00,,,0,11,220,A0WGK,20161231
25,FL-EK-0927-20161228-DXB-CAI-0,927,DXB,CAI,2016-12-28 04:15:00,2016-12-28 08:25:00,False,2016-12-28 04:15:00,2016-12-28 08:25:00,,,6,35,317,A0WGO,20161228
26,FL-EK-0528-20161229-DXB-HYD-0,528,DXB,HYD,2016-12-29 10:50:00,2016-12-29 14:20:00,False,2016-12-29 10:50:00,2016-12-29 14:20:00,,,4,3,335,A0WGA,20161229
27,FL-EK-0546-20161229-DXB-MAA-0,546,DXB,MAA,2016-12-29 10:45:00,2016-12-29 14:40:00,False,2016-12-29 10:45:00,2016-12-29 14:40:00,,,5,26,292,A0WMY,20161229
28,FL-EK-0956-20161229-BEY-DXB-0,956,BEY,DXB,2016-12-29 22:55:00,2016-12-30 02:55:00,False,2016-12-29 22:55:00,2016-12-30 02:55:00,,,6,38,293,A0WDN,20161229
29,FL-EK-0385-20161230-HKG-BKK-0,385,HKG,BKK,2016-12-30 13:15:00,2016-12-30 16:15:00,False,2016-12-30 13:15:00,2016-12-30 16:15:00,,,0,0,13,A0WFP,20161230
30,FL-EK-0838-20161228-BAH-DXB-0,838,BAH,DXB,2016-12-28 06:50:00,2016-12-28 08:00:00,False,2016-12-28 06:50:00,2016-12-28 08:00:00,,,2,36,252,A0WMP,20161228
31,FL-EK-0035-20161229-DXB-NCL-0,35,DXB,NCL,2016-12-29 03:25:00,2016-12-29 11:20:00,False,2016-12-29 03:25:00,2016-12-29 11:20:00,,,0,35,299,A0WDZ,20161229
32,FL-EK-0035-20161230-DXB-NCL-0,35,DXB,NCL,2016-12-30 03:25:00,2016-12-30 11:20:00,False,2016-12-30 03:25:00,2016-12-30 11:20:00,,,0,41,328,A0WCF,20161230
33,FL-EK-0415-20161230-SYD-DXB-0,415,SYD,DXB,2016-12-30 19:00:00,2016-12-31 09:20:00,False,2016-12-30 19:00:00,2016-12-31 09:20:00,,,2,30,349,A0WFJ,20161230
34,FL-EK-0854-20161231-KWI-DXB-0,854,KWI,DXB,2016-12-31 00:45:00,2016-12-31 02:30:00,False,2016-12-31 00:45:00,2016-12-31 02:30:00,,,0,10,274,A0WWH,20161231
35,FL-EK-0823-20161228-DXB-DMM-0,823,DXB,DMM,2016-12-28 22:50:00,2016-12-29 00:15:00,False,2016-12-28 22:50:00,2016-12-29 00:15:00,,,0,10,80,A0WMT,20161228
36,FL-EK-0853-20161228-DXB-KWI-0,853,DXB,KWI,2016-12-28 21:40:00,2016-12-28 23:30:00,False,2016-12-28 21:40:00,2016-12-28 23:30:00,,,2,6,57,A0WWU,20161228
37,FL-EK-0026-20161230-GLA-DXB-0,26,GLA,DXB,2016-12-30 20:50:00,2016-12-31 04:05:00,False,2016-12-30 20:50:00,2016-12-31 04:05:00,,,7,41,304,A0WMF,20161230
38,FL-EK-0038-20161231-BHX-DXB-0,38,BHX,DXB,2016-12-31 20:45:00,2017-01-01 03:40:00,False,2016-12-31 20:45:00,2017-01-01 03:40:00,,,0,23,248,A0WDV,20161231
39,FL-EK-0510-20161230-DXB-DEL-0,510,DXB,DEL,2016-12-30 00:30:00,2016-12-30 03:40:00,False,2016-12-30 00:30:00,2016-12-30 03:40:00,,,1,27,289,A0WGU,20161230
40,FL-EK-0836-20161228-BAH-DXB-0,836,BAH,DXB,2016-12-28 00:45:00,2016-12-28 02:00:00,False,2016-12-28 00:45:00,2016-12-28 02:00:00,,,3,22,126,A0WWU,20161228
41,FL-EK-0880-20161228-DOH-DXB-0,880,DOH,DXB,2016-12-28 02:55:00,2016-12-28 04:05:00,False,2016-12-28 02:55:00,2016-12-28 04:05:00,,,0,0,1,A0WMV,20161228
42,FL-EK-0802-20161228-JED-DXB-0,802,JED,DXB,2016-12-28 02:40:00,2016-12-28 05:30:00,False,2016-12-28 02:40:00,2016-12-28 05:30:00,,,0,39,370,A0WCF,20161228
43,FL-EK-0316-20161230-DXB-KIX-0,316,DXB,KIX,2016-12-30 23:20:00,2016-12-31 08:10:00,False,2016-12-30 23:20:00,2016-12-31 08:10:00,,,0,14,114,A0WCV,20161230
44,FL-EK-0770-20161227-DXB-CPT-0,770,DXB,CPT,2016-12-27 04:55:00,2016-12-27 14:30:00,False,2016-12-27 04:55:00,2016-12-27 14:30:00,27/12/2016 04:55,,8,37,301,A0WWS,20161227
45,FL-EK-0216-20161230-LAX-DXB-0,216,LAX,DXB,2016-12-30 23:35:00,2016-12-31 15:30:00,False,2016-12-30 23:35:00,2016-12-31 15:30:00,,,2,29,243,A0WVL,20161230
46,FL-EK-0007-20161231-DXB-LHR-0,7,DXB,LHR,2016-12-31 23:10:00,2017-01-01 07:10:00,False,2016-12-31 23:10:00,2017-01-01 07:10:00,,,11,64,408,A0WFN,20161231
47,FL-EK-0956-20161227-BEY-DXB-0,956,BEY,DXB,2016-12-27 22:55:00,2016-12-28 02:55:00,False,2016-12-27 22:55:00,2016-12-28 02:55:00,,,0,25,275,A0WMJ,20161227
48,FL-EK-0977-20161231-DXB-IKA-0,977,DXB,IKA,2016-12-31 16:45:00,2016-12-31 19:00:00,False,2016-12-31 16:45:00,2016-12-31 19:00:00,,,1,5,56,A0WIH,20161231
49,FL-EK-0415-20161227-SYD-DXB-0,415,SYD,DXB,2016-12-27 19:00:00,2016-12-28 09:20:00,False,2016-12-27 19:00:00,2016-12-28 09:20:00,,,3,51,393,A0WNU,20161227
50,FL-EK-0132-20161229-DME-DXB-0,132,DME,DXB,2016-12-29 20:55:00,2016-12-30 02:20:00,False,2016-12-29 20:55:00,2016-12-30 02:20:00,,,5,66,416,A0WLP,20161229
51,FL-EK-0161-20161229-DXB-DUB-0,161,DXB,DUB,2016-12-29 03:00:00,2016-12-29 11:20:00,False,2016-12-29 03:00:00,2016-12-29 11:20:00,,,0,22,226,A0WWV,20161229
52,FL-EK-0418-20161230-BKK-SYD-0,418,BKK,SYD,2016-12-30 12:30:00,2016-12-30 22:00:00,False,2016-12-30 12:30:00,2016-12-30 22:00:00,,,2,38,133,A0WLB,20161230
53,FL-EK-0236-20161231-ORD-DXB-0,236,ORD,DXB,2016-12-31 01:40:00,2016-12-31 15:00:00,False,2016-12-31 01:40:00,2016-12-31 15:00:00,,,8,39,300,A0WDE,20161231
54,FL-EK-0412-20161231-SYD-CHC-0,412,SYD,CHC,2016-12-31 21:45:00,2017-01-01 00:50:00,False,2016-12-31 21:45:00,2017-01-01 00:50:00,,,3,26,328,A0WNM,20161231
55,FL-EK-0112-20161231-BUD-DXB-0,112,BUD,DXB,2016-12-31 13:40:00,2016-12-31 19:05:00,False,2016-12-31 13:40:00,2016-12-31 19:05:00,,,0,19,300,A0WBI,20161231
56,FL-EK-0421-20161227-PER-DXB-0,421,PER,DXB,2016-12-27 14:20:00,2016-12-28 01:25:00,False,2016-12-27 14:20:00,2016-12-28 01:25:00,,,1,72,392,A0WFV,20161227
57,FL-EK-0653-20161231-MLE-DXB-0,653,MLE,DXB,2016-12-31 17:55:00,2016-12-31 22:05:00,False,2016-12-31 17:55:00,2016-12-31 22:05:00,,,0,30,256,A0WMC,20161231
58,FL-EK-0803-20161229-DXB-JED-0,803,DXB,JED,2016-12-29 12:10:00,2016-12-29 15:20:00,False,2016-12-29 12:10:00,2016-12-29 15:20:00,,,6,28,175,A0WDY,20161229
59,FL-EK-0418-20161227-BKK-SYD-0,418,BKK,SYD,2016-12-27 12:30:00,2016-12-27 22:00:00,False,2016-12-27 12:30:00,2016-12-27 22:00:00,,,1,11,121,A0WNN,20161227
60,FL-EK-0539-20161230-AMD-DXB-0,539,AMD,DXB,2016-12-30 22:55:00,2016-12-31 02:10:00,False,2016-12-30 22:55:00,2016-12-31 02:10:00,,,3,39,206,A0WIJ,20161230
61,FL-EK-0504-20161231-DXB-BOM-0,504,DXB,BOM,2016-12-31 23:55:00,2017-01-01 02:55:00,False,2016-12-31 23:55:00,2017-01-01 02:55:00,,,2,20,315,A0WMU,20161231
62,FL-EK-0020-20161230-MAN-DXB-0,20,MAN,DXB,2016-12-30 20:35:00,2016-12-31 03:45:00,False,2016-12-30 20:35:00,2016-12-31 03:45:00,,,0,56,546,A0WVS,20161230
63,FL-EK-0816-20161227-RUH-DXB-0,816,RUH,DXB,2016-12-27 00:55:00,2016-12-27 02:55:00,False,2016-12-27 00:55:00,2016-12-27 02:55:00,27/12/2016 00:55,27/12/2016 02:55,0,11,95,A0WCX,20161227
64,FL-EK-0071-20161229-DXB-CDG-0,71,DXB,CDG,2016-12-29 23:20:00,2016-12-30 07:00:00,False,2016-12-29 23:20:00,2016-12-30 07:00:00,,,2,57,411,A0WFQ,20161229
65,FL-EK-0248-20161230-EZE-GIG-0,248,EZE,GIG,2016-12-30 00:30:00,2016-12-30 03:20:00,False,2016-12-30 00:30:00,2016-12-30 03:20:00,,,3,10,150,A0WDO,20161230
66,FL-EK-0943-20161227-DXB-BGW-0,943,DXB,BGW,2016-12-27 08:45:00,2016-12-27 11:15:00,False,2016-12-27 08:45:00,2016-12-27 11:15:00,27/12/2016 08:45,27/12/2016 11:15,0,7,58,A0WIH,20161227
67,FL-EK-0087-20161229-DXB-ZRH-0,87,DXB,ZRH,2016-12-29 04:25:00,2016-12-29 11:25:00,False,2016-12-29 04:25:00,2016-12-29 11:25:00,,,5,26,161,A0WNM,20161229
68,FL-EK-0135-20161231-DXB-VCE-0,135,DXB,VCE,2016-12-31 05:40:00,2016-12-31 12:20:00,False,2016-12-31 05:40:00,2016-12-31 12:20:00,,,0,7,169,A0WWL,20161231
69,FL-EK-0052-20161231-MUC-DXB-0,52,MUC,DXB,2016-12-31 20:30:00,2017-01-01 02:30:00,False,2016-12-31 20:30:00,2017-01-01 02:30:00,,,8,40,359,A0WFJ,20161231
70,FL-EK-0022-20161230-MAN-DXB-0,22,MAN,DXB,2016-12-30 08:45:00,2016-12-30 15:45:00,False,2016-12-30 08:45:00,2016-12-30 15:45:00,,,0,41,380,A0WDV,20161230
71,FL-EK-0413-20161230-SYD-DXB-0,413,SYD,DXB,2016-12-30 10:45:00,2016-12-31 01:15:00,False,2016-12-30 10:45:00,2016-12-31 01:15:00,,,9,73,409,A0WNN,20161230
72,FL-EK-0881-20161229-DXB-DOH-0,881,DXB,DOH,2016-12-29 15:20:00,2016-12-29 16:30:00,False,2016-12-29 15:20:00,2016-12-29 16:30:00,,,0,11,218,A0WDF,20161229
73,FL-EK-0615-20161230-ISB-DXB-0,615,ISB,DXB,2016-12-30 20:10:00,2016-12-30 23:40:00,False,2016-12-30 20:10:00,2016-12-30 23:40:00,,,0,37,376,A0WDR,20161230
74,FL-EK-0381-20161231-HKG-DXB-0,381,HKG,DXB,2016-12-31 16:35:00,2017-01-01 01:35:00,False,2016-12-31 16:35:00,2017-01-01 01:35:00,,,0,26,155,A0WLP,20161231
75,FL-EK-0385-20161228-HKG-BKK-0,385,HKG,BKK,2016-12-28 13:15:00,2016-12-28 16:15:00,False,2016-12-28 13:15:00,2016-12-28 16:15:00,,,0,1,48,A0WLU,20161228
76,FL-EK-0522-20161228-DXB-TRV-0,522,DXB,TRV,2016-12-28 17:40:00,2016-12-28 21:40:00,False,2016-12-28 17:40:00,2016-12-28 21:40:00,,,0,26,311,A0WMV,20161228
77,FL-EK-0160-20161227-OSL-DXB-0,160,OSL,DXB,2016-12-27 12:40:00,2016-12-27 19:25:00,False,2016-12-27 12:40:00,2016-12-27 19:25:00,,,8,42,305,A0WWE,20161227
78,FL-EK-0208-20161231-JFK-DXB-0,208,JFK,DXB,2016-12-31 21:35:00,2017-01-01 10:05:00,False,2016-12-31 21:35:00,2017-01-01 10:05:00,,,5,51,390,A0WFY,20161231
79,FL-EK-0609-20161231-KHI-DXB-0,609,KHI,DXB,2016-12-31 14:35:00,2016-12-31 16:50:00,False,2016-12-31 14:35:00,2016-12-31 16:50:00,,,0,37,361,A0WDZ,20161231
80,FL-EK-0565-20161228-BLR-DXB-0,565,BLR,DXB,2016-12-28 04:55:00,2016-12-28 09:00:00,False,2016-12-28 04:55:00,2016-12-28 09:00:00,,,3,39,307,A0WGU,20161228
81,FL-EK-0844-20161230-DOH-DXB-0,844,DOH,DXB,2016-12-30 13:40:00,2016-12-30 14:55:00,False,2016-12-30 13:40:00,2016-12-30 14:55:00,,,2,2,110,A0WCT,20161230
82,FL-EK-0349-20161229-SIN-CMB-0,349,SIN,CMB,2016-12-29 16:30:00,2016-12-29 20:10:00,False,2016-12-29 16:30:00,2016-12-29 20:10:00,,,0,8,62,A0WWB,20161229
83,FL-EK-0768-20161228-JNB-DXB-0,768,JNB,DXB,2016-12-28 07:15:00,2016-12-28 15:20:00,False,2016-12-28 07:15:00,2016-12-28 15:20:00,,,5,24,295,A0WWM,20161228
84,FL-EK-0019-20161228-DXB-MAN-0,19,DXB,MAN,2016-12-28 10:40:00,2016-12-28 18:40:00,False,2016-12-28 10:40:00,2016-12-28 18:40:00,,,0,45,515,A0WVV,20161228
85,FL-EK-0751-20161230-DXB-CMN-0,751,DXB,CMN,2016-12-30 03:35:00,2016-12-30 12:30:00,False,2016-12-30 03:35:00,2016-12-30 12:30:00,,,5,32,246,A0WCH,20161230
86,FL-EK-0976-20161229-IKA-DXB-0,976,IKA,DXB,2016-12-29 02:10:00,2016-12-29 04:20:00,False,2016-12-29 02:10:00,2016-12-29 04:20:00,,,1,5,69,A0WIJ,20161229
87,FL-EK-0344-20161230-DXB-KUL-0,344,DXB,KUL,2016-12-30 17:40:00,2016-12-31 00:35:00,False,2016-12-30 17:40:00,2016-12-31 00:35:00,,,0,38,354,A0WWR,20161230
88,FL-EK-0636-20161229-DXB-PEW-0,636,DXB,PEW,2016-12-29 22:05:00,2016-12-30 01:15:00,False,2016-12-29 22:05:00,2016-12-30 01:15:00,,,0,19,327,A0WGR,20161229
89,FL-EK-0876-20161231-KWI-DXB-0,876,KWI,DXB,2016-12-31 16:30:00,2016-12-31 18:20:00,False,2016-12-31 16:30:00,2016-12-31 18:20:00,,,0,23,112,A0WIW,20161231
90,FL-EK-0702-20161228-MRU-DXB-0,702,MRU,DXB,2016-12-28 12:15:00,2016-12-28 18:55:00,False,2016-12-28 12:15:00,2016-12-28 18:55:00,,,7,76,341,A0WVD,20161228
91,FL-EK-0062-20161229-HAM-DXB-0,62,HAM,DXB,2016-12-29 20:00:00,2016-12-30 02:15:00,False,2016-12-29 20:00:00,2016-12-30 02:15:00,,,0,38,367,A0WWT,20161229
92,FL-EK-2810-20161230-MED-DXB-0,2810,MED,DXB,2016-12-30 14:55:00,2016-12-30 17:20:00,False,2016-12-30 14:55:00,2016-12-30 17:20:00,,,0,48,303,A0WBX,20161230
93,FL-EK-0882-20161231-DOH-DXB-0,882,DOH,DXB,2016-12-31 18:05:00,2016-12-31 19:30:00,False,2016-12-31 18:05:00,2016-12-31 19:30:00,,,0,5,59,A0WMU,20161231
94,FL-EK-0567-20161227-BLR-DXB-0,567,BLR,DXB,2016-12-27 14:35:00,2016-12-27 18:50:00,False,2016-12-27 14:35:00,2016-12-27 18:50:00,,,7,43,295,A0WDX,20161227
95,FL-EK-0613-20161230-ISB-DXB-0,613,ISB,DXB,2016-12-30 07:20:00,2016-12-30 10:55:00,False,2016-12-30 07:20:00,2016-12-30 10:55:00,,,0,31,379,A0WCI,20161230
96,FL-EK-0052-20161228-MUC-DXB-0,52,MUC,DXB,2016-12-28 20:30:00,2016-12-29 02:30:00,False,2016-12-28 20:30:00,2016-12-29 02:30:00,,,14,74,424,A0WLR,20161228
97,FL-EK-0326-20161228-INC-CGO-0,326,INC,CGO,2016-12-28 07:30:00,2016-12-28 09:10:00,False,2016-12-28 07:30:00,2016-12-28 09:10:00,,,0,2,150,A0WIO,20161228
98,FL-EK-0834-20161228-BAH-DXB-0,834,BAH,DXB,2016-12-28 19:50:00,2016-12-28 21:15:00,False,2016-12-28 19:50:00,2016-12-28 21:15:00,,,0,19,261,A0WDU,20161228
99,FL-EK-0352-20161229-DXB-SIN-0,352,DXB,SIN,2016-12-29 17:30:00,2016-12-30 00:30:00,False,2016-12-29 17:30:00,2016-12-30 00:30:00,,,0,31,208,A0WWF,20161229
100,FL-EK-0705-20161230-DXB-SEZ-0,705,DXB,SEZ,2016-12-30 22:30:00,2016-12-31 03:05:00,False,2016-12-30 22:30:00,2016-12-31 03:05:00,,,2,34,204,A0WWI,20161230
101,FL-EK-0344-20161229-DXB-KUL-0,344,DXB,KUL,2016-12-29 17:40:00,2016-12-30 00:35:00,False,2016-12-29 17:40:00,2016-12-30 00:35:00,,,0,40,366,A0WWK,20161229
102,FL-EK-0703-20161229-DXB-MRU-0,703,DXB,MRU,2016-12-29 06:15:00,2016-12-29 12:55:00,False,2016-12-29 06:15:00,2016-12-29 12:55:00,,,6,67,375,A0WVQ,20161229
103,FL-EK-0752-20161228-CMN-DXB-0,752,CMN,DXB,2016-12-28 13:55:00,2016-12-28 21:30:00,False,2016-12-28 13:55:00,2016-12-28 21:30:00,,,6,36,278,A0WWY,20161228
104,FL-EK-0040-20161229-BHX-DXB-0,40,BHX,DXB,2016-12-29 13:30:00,2016-12-29 20:35:00,False,2016-12-29 13:30:00,2016-12-29 20:35:00,,,0,57,544,A0WVI,20161229
105,FL-EK-0778-20161229-DXB-CPT-0,778,DXB,CPT,2016-12-29 06:50:00,2016-12-29 16:25:00,False,2016-12-29 06:50:00,2016-12-29 16:25:00,,,0,22,355,A0WCP,20161229
106,FL-EK-0758-20161229-ALG-DXB-0,758,ALG,DXB,2016-12-29 14:10:00,2016-12-29 20:40:00,False,2016-12-29 14:10:00,2016-12-29 20:40:00,,,4,36,301,A0WWU,20161229
107,FL-EK-0449-20161229-AKL-DXB-0,449,AKL,DXB,2016-12-29 08:15:00,2016-12-30 01:40:00,False,2016-12-29 08:15:00,2016-12-30 01:40:00,,,7,44,369,A0WVY,20161229
108,FL-EK-0073-20161228-DXB-CDG-0,73,DXB,CDG,2016-12-28 03:50:00,2016-12-28 11:25:00,False,2016-12-28 03:50:00,2016-12-28 11:25:00,,,0,35,407,A0WFX,20161228
109,FL-EK-0232-20161230-IAD-DXB-0,232,IAD,DXB,2016-12-30 15:25:00,2016-12-31 04:10:00,False,2016-12-30 15:25:00,2016-12-31 04:10:00,,,1,60,391,A0WVO,20161230
110,FL-EK-0042-20161228-BHX-DXB-0,42,BHX,DXB,2016-12-28 08:15:00,2016-12-28 15:10:00,False,2016-12-28 08:15:00,2016-12-28 15:10:00,,,0,37,382,A0WWO,20161228
111,FL-EK-0523-20161231-TRV-DXB-0,523,TRV,DXB,2016-12-31 23:00:00,2017-01-01 03:15:00,False,2016-12-31 23:00:00,2017-01-01 03:15:00,,,0,23,298,A0WWE,20161231
112,FL-EK-0631-20161228-MUX-DXB-0,631,MUX,DXB,2016-12-28 15:55:00,2016-12-28 19:10:00,False,2016-12-28 15:55:00,2016-12-28 19:10:00,,,0,25,379,A0WWJ,20161228
113,FL-EK-0840-20161229-BAH-DXB-0,840,BAH,DXB,2016-12-29 14:45:00,2016-12-29 16:00:00,False,2016-12-29 14:45:00,2016-12-29 16:00:00,,,2,24,273,A0WDU,20161229
114,FL-EK-0414-20161227-DXB-SYD-0,414,DXB,SYD,2016-12-27 21:55:00,2016-12-28 11:30:00,False,2016-12-27 21:55:00,2016-12-28 11:30:00,,,11,65,415,A0WVM,20161227
115,FL-EK-0095-20161227-DXB-FCO-0,95,DXB,FCO,2016-12-27 11:05:00,2016-12-27 17:45:00,False,2016-12-27 11:05:00,2016-12-27 17:45:00,27/12/2016 11:05,,0,18,174,A0WNR,20161227
116,FL-EK-0521-20161231-TRV-DXB-0,521,TRV,DXB,2016-12-31 04:35:00,2016-12-31 08:55:00,False,2016-12-31 04:35:00,2016-12-31 08:55:00,,,0,35,215,A0WGI,20161231
117,FL-EK-0566-20161229-DXB-BLR-0,566,DXB,BLR,2016-12-29 09:35:00,2016-12-29 13:05:00,False,2016-12-29 09:35:00,2016-12-29 13:05:00,,,1,20,304,A0WCQ,20161229
118,FL-EK-0608-20161228-DXB-KHI-0,608,DXB,KHI,2016-12-28 10:25:00,2016-12-28 12:35:00,False,2016-12-28 10:25:00,2016-12-28 12:35:00,,,0,30,315,A0WBP,20161228
119,FL-EK-0305-20161227-PVG-DXB-0,305,PVG,DXB,2016-12-27 22:15:00,2016-12-28 08:20:00,False,2016-12-27 22:15:00,2016-12-28 08:20:00,,,1,11,94,A0WDQ,20161227
120,FL-EK-0847-20161229-DXB-DOH-0,847,DXB,DOH,2016-12-29 22:05:00,2016-12-29 23:20:00,False,2016-12-29 22:05:00,2016-12-29 23:20:00,,,1,14,132,A0WIK,20161229
121,FL-EK-0928-20161228-CAI-DXB-0,928,CAI,DXB,2016-12-28 10:15:00,2016-12-28 13:45:00,False,2016-12-28 10:15:00,2016-12-28 13:45:00,,,6,41,296,A0WGO,20161228
122,FL-EK-0004-20161230-LHR-DXB-0,4,LHR,DXB,2016-12-30 20:20:00,2016-12-31 03:05:00,False,2016-12-30 20:20:00,2016-12-31 03:05:00,,,12,73,417,A0WFN,20161230
123,FL-EK-0806-20161231-JED-DXB-0,806,JED,DXB,2016-12-31 08:05:00,2016-12-31 10:45:00,False,2016-12-31 08:05:00,2016-12-31 10:45:00,,,0,41,337,A0WCP,20161231
124,FL-EK-0225-20161231-DXB-SFO-0,225,DXB,SFO,2016-12-31 04:45:00,2016-12-31 20:45:00,False,2016-12-31 04:45:00,2016-12-31 20:45:00,,,2,71,382,A0WLE,20161231
125,FL-EK-0569-20161227-BLR-DXB-0,569,BLR,DXB,2016-12-27 22:50:00,2016-12-28 02:50:00,False,2016-12-27 22:50:00,2016-12-28 02:50:00,,,0,30,305,A0WMB,20161227
126,FL-EK-0017-20161227-DXB-MAN-0,17,DXB,MAN,2016-12-27 03:15:00,2016-12-27 11:20:00,False,2016-12-27 03:15:00,2016-12-27 11:20:00,27/12/2016 03:15,27/12/2016 11:20,1,15,313,A0WFM,20161227
127,FL-EK-0867-20161229-MCT-DXB-0,867,MCT,DXB,2016-12-29 00:55:00,2016-12-29 02:05:00,False,2016-12-29 00:55:00,2016-12-29 02:05:00,,,1,2,131,A0WCD,20161229
